,repo_id,commit_id,commit_time,message,parents,n_added,n_deleted,n_moved,n_renamed,n_struc_changes,total_files_per_level,max_file_depth,total_files,max_file_depth_diff,bucket
141198,vivo_moonbox,0600e15cca73ce5a52d5eeeb649d5a96599fd433,1672900152,"提交月光宝盒开源代码

提交月光宝盒开源代码
",048f0d658299b4da9f7d697000f632fb72cbf9bf,689,0,0,0,689,"5,12,22,59,36,25,3,3,10,192,21,60,131,62,59,82,12,7",18,801,13.0,44
17877,apache_camel-quarkus,92df3bcaa0f593a1dff7f55dcd6a664a2fe380b5,1562006732,"Merge pull request #3 from ppalaga/190626-migrate-extensions-from-quarkus

Migrate Camel extensions from Quarkus","2d55cf0257f5a1c4a3f4b3e422712fb68f9700ec,4e0ac7bd767f5de656b0757f11f0b00b72fa7933",116,0,0,0,116,"9,6,19,18,0,7,0,0,1,0,26,15,24,3,0,0,0,0,0,0",14,128,11.0,45
44113,eclipse-ditto_ditto,1b7c634385571c48c54502ac15226f489c07484c,1507302822,"initial commit of Eclipse Ditto

Signed-off-by: Thomas Jaeckle <thomas.jaeckle@bosch-si.com>
",f7afe8b0f682b36f7bd82515aa6327f7f1a5ca99,1913,0,0,0,1913,"5,24,26,48,9,27,80,22,131,10,236,122,424,603,143,4",16,1914,15.0,45
61742,aws_amazon-ecs-init,de1f4850fb1925ad78e8ae0e8530e5dd4cc0ff35,1427342823,"Add Godeps
",9f5aa89f67f02133d731f67e4432a981bfbdbe57,218,0,0,0,218,"8,4,16,1,0,0,0,109,3,78,1,0,0,0,0,0,10,13",18,243,15.0,45
74008,apache_beam,211e76abf9ba34c35ef13cca279cbeefdad7c406,1456527068,"This closes #1
","11e842717f70298a4ea8436363b3101117685f60,2efe7617a595b8ac6167db40724d9874afd6df23",817,0,0,0,817,"7,8,20,0,4,0,2,6,1,23,546,193,7,1,0,0,0,0",14,818,13.0,45
91265,apache_submarine,e7c9be6da1f5a065923e23df91ed852dc8974057,1568890332,"Modify by apache/hadoop/hadoop-submarine@56c621c68f5b50474a69e3bd6284d06aeb192517
",9dbd3bd27c99b3be4e3e109988fcdfc92e9ca4d4,222,0,0,0,222,"3,8,1,2,17,28,5,6,7,1,16,51,38,40,0,0",14,223,14.0,45
91268,apache_submarine,9dbd3bd27c99b3be4e3e109988fcdfc92e9ca4d4,1568890332,Initial commit,fac6418f1345fcc69b45f00551225c710b3dac08,1,0,0,0,1,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",1,1,-11.0,45
91269,apache_submarine,45caf2683b85d96c9764ed34934f7a5b1059ca39,1568890333,"[SUBMARINE-99] init submarine-web fork by ant-design-pro-vue@5ff8dace3d924395ce43db2ac5ebbdffe309bf36 (#18)

",de58f820a75697f31bfa7af7a16b3904c9336653,231,0,0,0,231,"4,30,29,101,178,83,20,13,12,66,89,67,32,2,0,0",14,726,13.0,45
122613,apache_causeway,14c46a821fde6c54f07d07946fd3da3591a49dca,1286781684,"recreating directory structure that was blown away on initial import of the nakedobjects code

git-svn-id: https://svn.apache.org/repos/asf/incubator/isis/trunk@1021265 13f79535-47bb-0310-9956-ffa450edef68
",acf310bdd0cb4ddda27dbcc9b3762d849e53a5b0,0,3377,0,0,3377,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,0,-14.0,45
122978,apache_causeway,2a60a03499171c49f163ad665b4bba11e1ccf459,1309208373,"moving trunk to trunk/framework

git-svn-id: https://svn.apache.org/repos/asf/incubator/isis/trunk@1140317 13f79535-47bb-0310-9956-ffa450edef68
",92f0e9a4e5c27058877908fcf604d77df2fecd81,0,6018,0,0,6018,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,0,-18.0,45
122979,apache_causeway,3dc04c00b6c0b6f5163d1e8331f86901634808e6,1309208392,"moving trunk to trunk/framework

git-svn-id: https://svn.apache.org/repos/asf/incubator/isis/trunk@1140319 13f79535-47bb-0310-9956-ffa450edef68
",2a60a03499171c49f163ad665b4bba11e1ccf459,6019,0,0,0,6019,"0,15,20,61,150,268,264,435,404,511,175,134,761,592,875,697,447,195,15,0,0,0",19,6019,19.0,45
127844,duolatech_xapimanager,e180191eb2f0d0d7c54432ad090abdcb6599e8e5,1505224754,"‘删除v1.2版本代码更新v2.0
",92d9e72b44326a19ff85487df7127e74e0c23b2e,0,9888,0,0,9888,"0,0,0,0,0,0,0,0,0,0,0,0,0",0,0,-13.0,45
127845,duolatech_xapimanager,bdae669f8d4264502eb38ab69ef37e42c2e424a2,1505225096,"v2.0多项目多环境支持
",e180191eb2f0d0d7c54432ad090abdcb6599e8e5,6413,0,0,0,6413,"11,39,97,652,773,1485,1365,1547,387,47,5,3,2",13,6413,13.0,45
127846,duolatech_xapimanager,e95b399df6a8b32d04dca776d934b5564279a2aa,1505225836,"删除v1.2版本
","bdae669f8d4264502eb38ab69ef37e42c2e424a2,accb8ef4bf77f0172fb44159ec48be2bcd7825d6",0,6413,0,0,6413,"0,0,0,0,0,0,0,0,0,0,0,0,0",0,0,-13.0,45
127847,duolatech_xapimanager,ba0ce04b67728d932285539a3645cffe9ae4a7aa,1505226151,"v2.0 多项目多环境
",e95b399df6a8b32d04dca776d934b5564279a2aa,6413,0,0,0,6413,"11,39,97,652,773,1485,1365,1547,387,47,5,3,2",13,6413,13.0,45
129668,grgchain_baasmanager,e8fbd5b278b8f3ce0bfb9c47ee1de4cf338b5cc3,1560410677,"ok
",df1436b4bd3bd3412d616c89660d24c58b37491b,4952,0,0,0,4952,"2,43,74,44,314,1553,1833,603,370,35,32,50,0,0,0",12,4953,11.0,45
144812,generalized-intelligence_gaas,219c99e13c2aefa22de04feb4a732cb501119bb3,1548830864,"reform project structure
",25b26356d34fcc8f063c3732959ebf5541dfac94,0,3963,0,0,3963,"4,0,0,0,0,0,0,0,0,0,0,0,0,0",1,4,-11.0,45
144814,generalized-intelligence_gaas,4372b9bc625cd0ffe08e1492b63a77b65d582f38,1548831014,"add simulator and software dir
",64018dd205b97dacb9eed44b24d1705e4d3fe4bd,3856,0,0,0,3856,"4,2,1,25,57,107,419,829,559,776,632,361,70,18",14,3860,13.0,45
148724,alasql_alasql,7c0b93108831673368712253cf7f99fe924da0fe,1436382109,"Merge pull request #354 from agershun/feature/code-quality

Feature/code quality","9380e4689a677f38120fa8ec32a3fa60e177f8bc,7b5148987963d4a706e7095b9be2428f536a65f8",0,3510,0,0,3510,"15,465,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0",3,694,-14.0,45
151235,jetbrains_compose-multiplatform,4dc4f597d522b05e1fc88a5e0266609535e75017,1599476003,"Add issues.
",b0664a69f7d0ed6e680df8263180c1e1ac5729b4,40,0,0,0,40,"3,0,8,3,1,2,0,15,0,0,2,7,2,0,0",13,43,12.0,45
8554,amark_gun,1df561f729694b343b5339f154e3bb54fb09c936,1396334861,"yay
",6396707374eb20efb8e4b4e2adc3fec395bb6dfe,581,0,0,0,581,"8,11,45,88,114,91,65,119,22,19,8,8,1",13,599,11.0,46
17873,remind101_conveyor,01505d73a931908fea25b6b801237538972ca8ca,1436409280,WIP.,efc588f568fbf81ce460010cb263f381bfa44c5f,199,0,0,0,199,"3,2,1,0,0,0,34,30,21,4,38,0,67,0,0,0,0",13,200,12.0,46
34856,qalingo_qalingo-engine,625338df9a86896f387b75855199484d4b1c0f8e,1351433820,split original repo Qalingo : 4 projects,2805cf60d62e91d5842e5ff4753bec8ab8904e29,591,1,0,0,592,"4,5,12,24,0,1,18,5,19,11,1,28,288,173,2,0,0",15,591,14.0,46
34928,qalingo_qalingo-engine,2c53108b198c8a310afb1ea8e1cdd9dbab765fe2,1384464965,refactoring package name + folder name,9b05ca59462cf4f875eec8df7455ebd42f07a8d2,0,812,0,0,812,"4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2,5,-13.0,46
34929,qalingo_qalingo-engine,1c2124ad5505abdd3a2afaab56fd0942ad58353d,1384520614,refactoring,2c53108b198c8a310afb1ea8e1cdd9dbab765fe2,812,0,0,0,812,"4,3,3,18,0,0,23,10,27,10,5,193,251,237,33,0,0",15,817,13.0,46
43022,thanksmister_androidthings-mqtt-alarm-panel,284264b0f563d5b52d78d04ec58570cefd66da4a,1500142311,"Initial code commit
",338cd0424341e603a49655d058b2f0616ebb2ee6,614,0,0,0,614,"6,3,2,1,0,230,0,0,0,5,25,32,3,3",14,310,12.0,46
45051,webfansplz_article,9504b18f57bc270c0c307318b75ba8e971f037cd,1547128947,"finish webRouter
",77623fd0db1a800ec654b8b5efbceb23e22ca6c0,7576,0,0,0,7576,"0,4,5,3196,1680,1949,520,122,104,3,0,0,0,0,1",15,7584,12.0,46
45052,webfansplz_article,a372e9117a8fb5d86b6725bb9992f3da9cbd7ee6,1547131983,"fix:webRouter
",9504b18f57bc270c0c307318b75ba8e971f037cd,0,7575,0,0,7575,"0,4,5,0,0,0,0,0,0,0,0,0,0,0,0",3,9,-12.0,46
66636,freddywordingham_antler,aaa4d6a676cb1af76fe4411bb16f789dd9c8450c,1662907070,"Tear down
",0aa12e187015bdb17bca94ecfc3680a86a0d2a1e,0,23253,0,0,23253,"5,1,0,0,0,0,0,0,0,0,0,0,0",2,6,-11.0,46
70088,moncho_dry,037e69f97955d01e99ccab4e7baa9b2b67124c45,1528042652,"Remove vendor directory
",2ccde0bf3622ac6cc53aa19242497a5ba8d5d31d,0,8739,0,0,8739,"17,140,45,0,0,0,0,0,0,0,0,0,0,0,0,0",3,202,-11.0,46
74295,designsecurity_progpilot,1f55f4f41f089192576b2e8fda47d5ae685025b0,1497983638,"first commit
",0125e96665fa22533d599ebe5f3a7d2be49fde93,903,0,0,0,903,"4,13,11,7,154,46,32,73,54,98,320,55,37",13,904,12.0,46
76217,gdgand_composecamp2022,46d055beff91c86cdea34ec5de4c776efa96f48f,1664605955,"Merge pull request #1 from gdgand/pilju/import-codelab

import Compose codelabs","8bd99bcef70ff406b43655b527a8a5ae46f22517,43a6b3e9f5860a24b8a8912acb611e7778e3f8d9",554,0,0,0,554,"2,0,79,50,18,10,4,254,0,8,17,62,50,1",14,555,13.0,46
77960,mage-os_mageos-magento2,4bdbf6b6ebc4b53dbde9483df745cfca7e864a36,1322849995,"Merged commits from the original repository.
",be09cb921bafae2d06302f3f9c9ecacaf90da6dd,21918,0,0,0,21918,"10,22,115,1026,1662,997,1368,1730,1920,921,767,260,77,41,24,13,6,1,0",18,10960,17.0,46
110881,aimeos_aimeos-core,ae2550432659222d9bc9000d7327931f87766b4e,1352107476,"initial commit
",640f3c3242442ed7b05da80bc1a4231f0a206749,3357,0,0,0,3357,"8,1,15,160,380,267,424,534,1029,89,111,8,1,37,9,285",16,3358,15.0,46
113801,projectnessie_nessie,068d57f114122e3bd3dccd319bd7b5b06bc9e8c1,1586504238,"Revert previous commits

These commits should have went through full change review

Change-Id: I09479fc483c3f2d04ad662f8a77ccb52300aac97
",f7ac416913fa1f289fc5e961308c15bdd3686bdd,0,132,0,0,132,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",1,1,-11.0,46
113802,projectnessie_nessie,9f66dfa22bce373aa961d6bfac14bdd5580a825a,1590686917,"DX-20433 initial commit of nessie

* basic rest server
* basic ui
* basic auth

Change-Id: I55beaacf17de506e37cf09cea4d81325ca769e8f
",068d57f114122e3bd3dccd319bd7b5b06bc9e8c1,162,0,0,0,162,"8,15,20,26,5,9,0,1,46,20,9,4,0,0,0,0,0,0,0",12,163,11.0,46
124176,volumio_volumio2,bd9b421ccbeef6eddcc50ed7552ca31ea6d16617,1418045910,"MVC Packetizing and Directory Tree Rework
",5f948a0c766e0720e4f621fe46b7f06568a37461,1085,3,2,0,1090,"4,6,66,23,292,39,222,69,159,63,111,19,18",13,1091,12.0,46
133249,hazelcast_hazelcast-jet,0b072266834dc3d7189e1ade6d593b312ec9c0b8,1454704749,"Jet compute engine
",4e8c423b30c90e86de8ba471b3a50de16edabf6d,416,0,0,0,416,"1,1,0,0,0,1,3,2,17,156,122,109,5,0,0,0,0",13,417,12.0,46
138492,hustcat_k8s-rdma-device-plugin,73bd5644f16261a6ceba0d90dba202e5d43f26e4,1519993268,"Add vendor
",5bdf4f6f99d4658c0c6c3e706affa9fb5eb352ca,13023,0,0,0,13023,"11,2,0,57,346,2050,3743,2256,1103,1044,1096,793,386,44,58,45,0,0",16,13034,14.0,46
27312,abixen_abixen-platform,7ba91014f482a958642b6523406d8a4cef5d7933,1477291802,"A migration over 500 commits from SVN.
",51890c90e128c2d171789a023a8eb575fde17ff3,824,0,0,0,824,"4,35,15,0,24,14,62,43,163,210,151,96,9,0,0,0,0",13,826,12.0,47
60963,kubesphere_kubesphere,4c7c837771f4dff626621bdee347de8615de0e93,1553273593,"refactor project structure
","232b4efaad0270d032c2bf4474048a7e8c4b6c76,12c4cd9f30bcf96d6fb1976a57977f27de8f3279",4424,0,0,0,4424,"13,11,67,183,956,1512,1032,432,127,25,38,29,0,0",12,4425,11.0,47
74393,diegoberaldin_raccoonforlemmy,2510933c6a9cea9c94975dc5cc2a1868d6fbfefb,1689886312,"chore: add koin for dependency injection
",e47020303c0f189b93b5e6005ae775d21c1ae628,8,0,0,0,8,"7,3,6,2,3,1,0,0,8,5,3,5,0,0,0",12,43,11.0,47
82674,really-simple-plugins_complianz-gdpr,604ce94894d0a6d9ca057119ee231d2aadc030f5,1551431259,"Merge pull request #103 from rlankhorst/2.1.6

z-index lower so it doesn't hover over the banner","5e18abafa353963a55b0e001c9c6630f93af4973,29c56e9495befcc039dcfc6c0ddcaf3911ef8cc5",18031,0,0,0,18031,"20,45,4206,4467,6140,2623,752,49,1,0,0,0,0,0,0,0,0,0,1",19,18304,11.0,47
82675,really-simple-plugins_complianz-gdpr,5dc3ddcca61a8ee7b7d519941ccedb0e81666994,1554299888,"Merge pull request #127 from rlankhorst/new-cookiebanner-structure

New cookiebanner structure","8c09fcb74bbdc42b37b56ddbdd3e0e2367de126d,563063f45f0a06a73a395fe1cd8c5f8660776f28",8,18131,0,0,18139,"15,50,11,97,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0",5,181,-14.0,47
82929,alexander-torosh_yona-cms,4ac171484d7f12c4e10bf98f85e49fb02a276b94,1435829830,"v0.3 release
",9292b38cd896a870197594eb8cc58c27159f6853,18348,4,11,0,18363,"6,9,25,136,600,575,1071,651,2548,2375,3394,2421,2450,585,1405,427,520,106,107,19,9",21,19439,12.0,47
82931,alexander-torosh_yona-cms,a748d42d5a96697ae4de5f8ee3b6c4fadba55cd3,1435832315,"remove node_modules
",8ae4e725e08786866b2015318bc0f03ab4e295d9,0,18212,0,0,18212,"6,9,24,136,422,467,119,26,17,0,0,0,0,0,0,0,0,0,0,0,0",9,1226,-12.0,47
105480,hetznercloud_hcloud-cloud-controller-manager,785dd83c9390352acec09d5564934727bb1e3200,1516984093,"Finish v1.0.0
",fe9cba69ef37e1c126d470bef907afdc809831f7,17049,0,0,0,17049,"8,10,0,76,908,3068,4667,3010,1702,1148,1119,801,386,44,58,45,0,0",16,17050,15.0,47
105486,hetznercloud_hcloud-cloud-controller-manager,6f4a33b525ca6a4e1260c7a0aacd06e9df5f5cb8,1552290216,"Update to Go 1.12 (#14)

Update to go to 1.12
Use go modules
Update hcloud-go to latest version",f7a2f661d287472ec8d32435dfa463d996e8c79a,2,18026,0,0,18028,"10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2,22,-16.0,47
106583,robscott_kube-capacity,59f74a6710cf053e70796c29c9e06ac313b1cfb7,1583127788,"Merge pull request #29 from robscott/v0.4.0

Updating kube-capacity dependencies, bumping version to v0.4.0","5ca04c62ccd2f9d8d29246005a3963c27fc14a8b,0aac2c7d2fd5afdd4d5ed5134eb06c0b90798896",2,22016,0,0,22018,"8,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",3,21,-15.0,47
123617,loft-sh_loft,0863cec449615e5fb631f3af5c6a4db2914a40d9,1702473572,"[skip ci] repo-sync
",e38866576503a6ba8eb1e8d8468ce94090e54e27,444,8161,10,1,8616,"5,16,29,182,384,285,567,264,33,0,0,0,0,0,0,0,0,0,0,0",9,1765,-11.0,47
166282,holunda-io_camunda-bpm-taskpool,174fcc89df974c39fb0a449d3dd8574ee46ae43a,1536251353,"Fix #1, Fix #2, WiP #3, missing tests, payload enrichment fails
",03e602093ce482a8b4b7590e58b21dd2070e95c0,48,0,0,0,48,"9,7,5,0,0,4,1,5,1,10,3,6,0,0,0,0",12,51,11.0,47
9296,beezlelabs_hackertracker-ios,390c8cdc212a7f530ef71386c04d3cef84522e38,1624923612,"Merge pull request #140 from cak/remove-cocoapods

Replace CocoaPods with SwiftPM","fce14bd0f60530e0bbfc423e937ff805a6fc1a98,808db97a7858023e7b6d54d86aa65975a996a486",1,5005,0,0,5006,"3,74,18,159,0,0,0,0,0,0,0,0,0,0,0,0",4,254,-12.0,48
30084,touchlab_skie,8d68568b34e1df43a7db788b1e6fdb7f01c9b460,1665703312,"Merge branch 'swiftpack'
","3ea21f1ae13efd98839f3f47646d4aa4abdef24d,b5359903f3293254a26a64cb862879d275dd9124",97,1,0,0,98,"0,7,16,18,2,0,0,0,0,0,27,21,6,0,0,0,0",13,97,12.0,48
53965,gianlucaguarini_tocca.js,4d9a411ee288288f0e924d0ecc5cd92a84b9f4e2,1379448919,"v0.0.3
",3b77d209b4a7c06e5213fe73098dc07302460eb9,1643,0,0,0,1643,"8,1,36,22,180,146,307,231,216,345,89,52,14,2",14,1649,13.0,48
57742,nerdlang_nerd,909b823e199e2467cffa46da6c15f5ed86c76415,1546978236,"Added core/nativejs
",a59ae47ceba158150a35a759889a37bd112d5834,1898,0,0,0,1898,"8,17,16,45,92,156,775,231,119,83,20,82,87,37,39,69,61,11",18,1948,14.0,48
57750,nerdlang_nerd,f4a6568d6433abaef7835e1cb4be4f310ecd2c7e,1580999045,"Updated
",60fed637de8bf0ce0ffee97b92dc7c9e3877e3b6,0,1940,0,0,1940,"8,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",3,26,-15.0,48
57778,nerdlang_nerd,491bc74267ea50dc29564669c059cb4a07b0ada9,1587909944,"Arduino env setup with latest arduino avr lib
",39199fc1a1449442f4f83759baffb0324e515fd1,1272,0,1,0,1273,"12,14,124,55,608,185,44,76,8,12,70,17,20,19,50,11,0,0",16,1325,12.0,48
62575,pdftron_pdftron-android-ocr-scanner-sample,0d5e0efc7ce2e7b86128fdf01a275b587870aaa0,1601071300,"Add client sample
",495a1e1fc4e3e5016fff98a017c4a2848a720bd3,754,0,0,0,754,"1,6,6,2,2,5,45,16,65,121,79,358,43,6",14,755,13.0,48
70129,istoreos_istoreos,d58a09110ccfa95f06c983fe796806f2e035c9d2,1160222240,"move old kamikaze out of trunk - will put buildroot-ng in there as soon as all the developers are ready

SVN-Revision: 4944
",af034797eeb62b62ac05442d5a688b28ccd0f16b,0,15876,0,0,15876,"0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,0,-11.0,48
96877,testem_testem,3469034a1d207d5b2bfd847fc112d5c8a226d6ff,1333128889,"Checked node-tap into the project to workaround the bug of strings not being quoted.
",104b8f59507b794f5496cdc6e130916468c4518b,307,0,0,0,307,"7,64,8,30,40,33,15,35,12,9,18,32,2,0,76,0,0",15,381,12.0,48
111211,phpfusion_phpfusion,30c1ee984c855f3e89e34d1b65a6a8ba8779555f,1410538530,"Init Commit 7.03

Initial Commit
",be4f0660a58dd036e4000319ccfb260632b2dcdc,2952,0,0,0,2952,"33,136,1023,764,249,336,259,40,23,42,40,8",12,2953,11.0,48
112629,elonpark_ribsreactorkit,be459e282087fd896168edc5768710cb4e6567e8,1587822397,"Merge pull request #1 from ElonPark/feature/create-project

Create project","540d27e561f9f5f1d47cc8c39a3f87c971a6acc2,9f9b9c3df6e07b0deab366bbdb6603a11d339078",7917,0,0,0,7917,"3,3,9,6,273,486,1679,857,747,760,424,497,563,391,259,486,247,63,145,9,9,4",22,7920,21.0,48
141447,mercyblitz_thinking-in-spring-boot-samples,0b73146537a39a6ccc257b018ee32ef197949843,1542895033,"Polish the samples of code & production-ready chapters
",d954a9923d72bc2697f775d74816f5eaa1e56216,300,0,0,0,300,"4,5,25,0,0,11,51,19,0,2,4,7,66,85,21,3",16,303,15.0,48
146687,89996462_quantumult-x,efd78a552b9bdc3147d6ac23270a8fa61dbc9844,1678095213,Create lalthsk.js,eafd4195baea5928cffadb6040946a9dd19c2777,1,0,0,0,1,"4,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",33,305,31.0,48
146688,89996462_quantumult-x,3f5a3af4ff73c3dd3b56e1b1f008bd5562b41bcd,1678095236,"Delete ycdz/*******************************  脚本功能：恋爱聊天话术库——解锁VIP 下载地址：https:/is.gd/ZeVK2Y 软件版本：1.1.6 脚本作者：彭于晏💞 更新时间：2023-3-6 问题反馈：QQ+89996462 QQ会员群：779392027💞 TG反馈群：https:/t.me/plus8889 TG频道群：https:/t.me/py996 使用声明：此脚本仅供学习与交流，请勿转载与贩卖！⚠️⚠️⚠️  *******************************  [rewrite_local]  ^http[s]?:\/\/chat.zyhd02.cn url script-response-body https:/raw.githubusercontent.com/89996462/Quantumult-X/main/ycdz/lalthsk.js  [mitm]   hostname = chat.zyhd02.cn  *******************************/var body = $response.body.replace(/""isTry"":\d/g,'""isTry"":1') .replace(/""isFree"":\d/g,'""isFree"":1') .replace(/""unlockType"":\d/g,'""unlockType"":1') .replace(/""vipTime"":""""/g,'""vipTime"":""2999-11-11""') .replace(/""vipIsValid"":\d/g,'""vipIsValid"":1') .replace(/""vipText"":"".*?""/g,'""vipText"":""有效期至:2999-11-11""') .replace(/""freeSearchCount"":""\d+""/g,'""freeSearchCount"":""9999""') .replace(/""isShowAd"":""1"" directory",efd78a552b9bdc3147d6ac23270a8fa61dbc9844,0,1,0,0,1,"4,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2,304,-31.0,48
147173,firegento_firegento-magesetup,6b3de2ecc0759165b5e11bd55f994cb4dd35ab7c,1379087216,"Merge branch 'release/2.0.2'
","cbf04dea9b9a072e1645f0c829c083c84151bcb7,c94105dfd9c8a0f29469b256655064d2cfc05450",274,0,0,0,274,"8,0,2,20,95,0,0,61,55,19,10,5,1",13,276,12.0,48
148086,alldatacenter_alldata,d361345e59dca612383385b4a4d255c28034b7eb,1570433990,"提交BigDataPlatform code
",0336a1ae49f8d2102e57454abdbd76c9da685e09,681,0,0,0,681,"3,61,71,40,146,82,20,24,52,82,36,48,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",14,683,13.0,48
148163,alldatacenter_alldata,b17ea1142bfe37628ac2559f3e12e4875a5703e4,1648521457,"feature(master): 引入trino
",187e9f3e124b683e479b7d6093912d1994aaa92b,11493,1,0,0,11494,"4,21,175,395,886,1965,2663,2721,2512,1963,5154,9217,6212,3126,1466,438,166,0,0,0,60,0,0,0,0,0,0,0,3,0",29,39147,12.0,48
2994,matrix-org_dendrite,74827428bd3e11faab65f12204449c1b9469b0ae,1558472215,"use go module for dependencies (#594)


",4d588f7008afe5600219ac0930c2eee2de5c447b,3,5877,220,0,6100,"16,41,190,7,9,0,0,0,0,0,0,0,0,0,0,0,0",5,263,-12.0,49
23820,tbrek_bashbar,f23f14c68e99c1b1cbe856d0141c0d00429aa93b,1528285658,"Merge pull request #13 from tbrek/updater

Updater","441972572905bc3c3399a5c57edcbf2243b6e553,2779930485578719ffefae1afd18377282b4817c",571,5,2,0,578,"7,16,9,22,62,118,5,24,40,116,3,10,146,2,4,31",16,615,11.0,49
25580,spring-projects_spring-boot,fb6b2244707dd5dfad12d62cb6a3c396555270d1,1366794127,"Fast forward existing prototype work
",80b151e2b37a66a8fe7eb2d5bac2f7aa766d4ead,293,0,0,0,293,"4,13,18,0,25,9,2,12,55,91,36,23,6,0,0,0,0,0,0",13,294,12.0,49
34530,hayorov_helm-gcs,de88a1dcaca3847a123bb755329ed30d36335250,1509461389,"Initial commit
",4bffb654782a0d3c715ab9683b03f5acd3a011c9,4427,0,0,0,4427,"8,3,9,0,117,635,1944,1047,444,110,59,28,22,4",14,4430,13.0,49
36608,aws_session-manager-plugin,65933d1adf368d1efde7380380a19a7a691340c1,1621948042,"Initial commit of session-manager-plugin
",79aec8c2b0d976b3a3d79066a2d48707ba8cddbd,4543,0,0,0,4543,"13,0,70,16,24,230,428,2058,487,1154,18,38,12",13,4548,12.0,49
38577,crew-cr_crew,c6ac14d925c04c926ad32cce5bbcc31d1d8e3f62,1319529900,"Merge pull request #1 from oziks/master

first version with sf 1.4","038dbb0c267a04e044422397565d2e3e427b1dde,342ee7885b2cb1e1f000ce6c496a957d10fff3f4",2518,0,0,0,2518,"3,16,79,109,123,443,751,279,296,221,62,119,18,0",13,2519,12.0,49
60385,kgagag_tomato,3535b5c7c4f212672b09c8d7f2a1416ebbd5e353,1698086157,"初始化项目
",298441f57ba131c97b12f4a6382caa72e94bdfb9,19787,0,0,0,19787,"5,16,2,3610,5584,3281,882,2109,2427,1332,504,36",12,19788,11.0,49
74825,kudobuilder_kudo,705589c885684d0728509370e964dfc6bc198538,1542803892,"Add kubebuilder bits, add dynamic CRD
",7f06b3ad23a51c1904d4445b06060e0c5de44d54,7082,0,0,0,7082,"15,2,17,224,851,2248,1754,957,600,201,99,82,4,5,5,3,10,14",18,7091,17.0,49
75238,redhat-cop_namespace-configuration-operator,e6ba2c202cee33b98a2538f05472c36ce1adfeaf,1556541346,"deleted vendor
",9949ab832bcfb3ee5a8f095f7594615c0700a8a3,0,9200,0,0,9200,"3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0",3,14,-13.0,49
80382,dromara_hmily,adc2fae9ff76cd414e4b10d97876dbc1e44a02d6,1506580637,"tcc项目初次提交
",fc2079f5f767625ef97b758ce648fde2744b539a,194,0,0,0,194,"4,6,3,9,0,0,21,6,3,55,30,6,7,33,12,0,0,0",15,195,14.0,49
90930,muammar_mkchromecast,50e06bd4fac0a3a74e87353f4f7f20d9534dd0d6,1458389604,"Populating files.
",a05aba58355f706216f05e13e686bd99db2a093e,1045,0,0,0,1045,"2,1,0,1,20,4,30,50,162,332,237,43,45,31,36,19,33,0,0",17,1046,16.0,49
100668,fluxcd_flagger,c32cc95235bce220500939ec2d8cb37aed60f9a2,1537546897,"vendor k8s and istio (knative/pkg)
",c1ef44a9b9433dfd44c01d399ea798bba5cd419b,2001,0,0,0,2001,"5,0,0,65,266,771,413,310,89,24,42,19,0,0,0,0,0",12,2004,11.0,49
104078,fecshop_yii2_fecshop,421c821306f2716c7c4ae10bbd28c310f15bdef2,1485228198,"update
",84a62d875d2b905af2d58fe05e4ee8373df8ae27,0,587,0,0,587,"0,0,0,0,0,0,0,0,0,0,0,0",0,0,-12.0,49
104079,fecshop_yii2_fecshop,dc5b1c1f5b7f1e55e539fad3ba03d191b05ecdc2,1485228590,"重新导入文件
",421c821306f2716c7c4ae10bbd28c310f15bdef2,578,0,0,0,578,"4,36,96,62,50,39,97,99,56,30,1,8",12,578,12.0,49
111695,anyrtcio-community_anyrtc-rtmp-opensource,3136d0201693aade484d89e6b1639b52f4f7c6ca,1474255220,"Merge pull request #1 from AnyRTC/my_branch1.0

Init project, just Android","40ebb69d6c1bb963f0f1663aa283df8f4cd8a2c2,f3ab066d3b9a05b3a2b08bb7966148c18676420c",2173,0,0,0,2173,"2,56,437,576,452,116,129,261,66,59,16,5,0,0,0",12,2175,11.0,49
