,repo_id,commit_id,commit_index,commit_time,message,parents,n_added,n_deleted,n_moved,n_renamed,n_struc_changes,total_files_per_level,max_file_depth,total_files,max_file_depth_diff,bucket
44574,lwjglgamedev_vulkanbook,682106b91f0a08906a30023408a7cbb237de375b,0,1592644794,"Initial commit
",,165,0,0,0,165,"1,3,42,0,4,12,0,6,30,15,52",11,165,11.0,1
45098,white-cat_jeeweb-mybatis,aba768198cf98126bd0a21a8de420a6ef5183661,1,1500813442,"项目初次提交
",30527b59baa0797d82b7b9f3e10a3d38279e0496,1788,0,0,0,1788,"4,1,0,19,6,8,47,215,594,555,192,101,46,1",14,1789,13.0,1
48362,shican1234_chatgpt-java-uniapp,39056fd4da8a80b27ecd1c7617ea32981e22525c,0,1683097629,"修改
",,499,0,0,0,499,"5,7,1,0,15,58,55,72,71,176,39",11,499,11.0,1
53290,yoomoney_db-queue,eed2a5c0a5f0f627ed64f9f82301352d7473f631,0,1502208529,"init
",,97,0,0,0,97,"11,0,2,3,0,0,0,0,1,60,20,0",11,97,11.0,1
53343,zendesk_android-db-commons,22af88baf6ea4be69d2eb70ee64f41f91de54c99,0,1376382288,"Initial version of project
",,10,0,0,0,10,"2,0,0,0,0,0,0,0,0,7,1",11,10,11.0,1
55052,aspnetboilerplate_module-zero-core-template,7a03001e20950e7627641dd464ea4df9361e2166,1,1473320842,"Added empty project template
",68c968ebbe14960bd8bc9959405579d4d1d46d01,1433,0,0,0,1433,"6,0,32,28,9,94,281,844,130,10,1,1,0",12,1436,11.0,1
56580,aaryankotharii_swiftui-chatapp,d6b6b74b8c1325414bf6f48373399c8355ad0183,44,1591336148,"Appicon added
",9fdb5464abee3c321f1a4f60f4a52dea03bdff7e,4528,0,0,0,4528,"3,5,76,405,881,674,1209,529,639,101,28,0,0,4,0,8,0",16,4562,11.0,1
56875,jakewharton_paraphrase,697116187b6497edbd76e016e94b34394849f820,0,1390812411,"Initial commit.
",,19,0,0,0,19,"7,0,2,0,0,1,7,0,1,0,0,1",12,19,12.0,1
57289,consensys_eth-lightwallet,9aad6fbe2ed439f0b8fa998377a23f487372462c,52,1436473981,"go
",21f2fe06c8f2174c842048a2f69727798dcaa5ec,5011,0,0,0,5011,"8,5,177,300,1006,649,756,511,500,706,179,90,84,57",14,5028,11.0,1
57290,consensys_eth-lightwallet,81ba5de8c9a66c32dd3a93bef7a9c9ebe8c0346f,53,1436474928,"dump node modules
",9aad6fbe2ed439f0b8fa998377a23f487372462c,0,5011,0,0,5011,"8,5,4,0,0,0,0,0,0,0,0,0,0,0",3,17,-11.0,1
57308,edusoho_edusoho,897d961946c17782922928d0607b8e4b140d4f50,0,1375696143,"edusoho独立成单独库
",,1239,0,0,0,1239,"3,25,66,18,220,173,449,114,161,1,9,0,0,0,0,0",11,1239,11.0,1
58506,hkust-aerial-robotics_epsilon,2cc415bf33d7b222112e5786c7c90e5f6c931cb9,0,1600681512,"[New]Clean code, in progress
",,782,0,0,0,782,"2,2,32,135,95,88,90,3,169,93,28,45",12,782,12.0,1
59759,netease-im_camellia,7599edc94944584193e6b7b7f2d6ca208933da02,1,1586939071,"first commit
",6b4dd29b33c9dc87926a1ab1ba630d9b3fde93e9,326,0,0,0,326,"4,20,18,0,0,29,3,0,0,10,97,93,51,4,0,0,0,0",14,329,13.0,1
73914,graysign_xmagichooker,738ece1f6af4e6228760741fd20685956d7671dd,2,1587006156,"2020-4-16 11:02 第一次提交分享代码
",a57ac83df78d2a2e2a8025aa149e2229e4ca1562,262,0,0,0,262,"11,37,61,16,1,24,0,15,42,11,6,4,9,24,4",15,265,14.0,1
76240,koding_koding,196a6b443b5f579c517038c5506c4c6370897a07,0,1338592480,"first
",,6243,0,0,0,6243,"10,39,351,510,856,905,934,680,611,334,260,178,245,96,6,0,228,0,0,0",17,6243,17.0,1
78926,stateis0_lu-raft-kv,ab958aba473524fbe1edcefb2ca4617b9fe7d02b,0,1547266558,"first
",,53,0,0,0,53,"3,1,0,0,1,0,5,0,6,34,3,0",11,53,11.0,1
79125,apache_ozone,ea79132dcd16eb69846f030a20ce666633c47538,0,1524746164,"HDFS-13258. Ozone: restructure Hdsl/Ozone code to separated maven subprojects.
Contributed by Elek Marton, Mukul Kumar Singh, Xiaoyu Yao, Ajay Kumar, Anu Engineer, Lokesh Jain, Nanda Kumar.
",,676,0,0,0,676,"2,3,14,3,0,16,28,9,3,64,183,200,114,34,3",15,676,15.0,1
82090,qunarcorp_qconfig,f9f88a3d20db64af953a275e7a7bb67b08922c62,1,1559634828,"init
",235100f3e25d86f263b554b52f061ad9164763ad,1019,0,0,0,1019,"6,8,10,0,24,37,36,2,27,448,347,75",12,1020,11.0,1
85194,anandwana001_roomaccounting,70490139c7d5304ea8adf7aed68f05be9422fdf7,1,1647473099,"init project
",933b15e3c180e9aaf94cd4496119ae3719081883,219,0,0,0,219,"8,3,22,2,1,76,0,3,22,35,20,28",12,220,11.0,1
87096,elonpark_ribsreactorkit,be459e282087fd896168edc5768710cb4e6567e8,2,1587822397,"Merge pull request #1 from ElonPark/feature/create-project

Create project","540d27e561f9f5f1d47cc8c39a3f87c971a6acc2,9f9b9c3df6e07b0deab366bbdb6603a11d339078",7917,0,0,0,7917,"3,3,9,6,273,486,1679,857,747,760,424,497,563,391,259,486,247,63,145,9,9,4",22,7920,21.0,1
92153,linlinjava_litemall,6c14c43cba6c9ecdd842271736b96e60054be8d0,0,1521735650,"V 0.1.0, 项目架构基本完成。
",,648,0,0,0,648,"5,34,40,150,155,9,33,0,6,214,2",11,648,11.0,1
98430,iqiyi_liteapp,15f51d2511d3610145ad190d63f2be84786652f1,2,1524721444,"first upload code
",56548384d69716befb5b7a5213989ee33a298bab,1372,0,0,0,1372,"2,15,23,64,275,282,252,185,136,37,41,64,4",13,1380,11.0,1
99269,weikaiyun_sfragmentation,2068d3ee9f588579e7a435d90816ac440a8b72ec,0,1590288416,"fragmentation
",,66,0,0,0,66,"6,6,4,1,0,18,0,4,20,5,2",11,66,11.0,1
99631,mikeerickson_validatorjs,bf76040108c56ed59e818ee1f7720939c2a78978,29,1361926993,"updated grunt to v 0.4. travis setup
",e877bf4219aeb0c5cbb88166516b3236ca219b92,1018,0,0,1,1019,"7,5,23,7,153,78,169,447,58,41,21,9,10,5",14,1033,11.0,1
99634,mikeerickson_validatorjs,e1c93431071e33f9ed073b9419359cfbaa03f0c2,47,1369246248,"removes node_modules from source control. updated readme
",95b388683407d1bbec954dfe92578745e164aba2,0,798,0,0,798,"7,4,4,0,0,0,0,0,0,0,0,0,0,0",3,15,-11.0,1
109565,potion-studios_byg,6969b0bf56a953f7e3b21d3ec3fbcdccb9051334,0,1592341194,"Init
",,5538,0,0,0,5538,"9,0,2,5,3,2,1093,3690,241,283,76,31,79,16,8",15,5538,15.0,1
112630,firebase_codelab-friendlychat-web,45acf0cc542f1a81b126e15165418a4b5c7ac8e8,1,1447181447,"initial commit

Change-Id: I46294a03d2ccc8fd9478eb1f47754c5d2bc734db
",c5a52eb4c4bcb8c031dd506bc67189689a830e7a,34,0,0,0,34,"2,6,3,2,1,0,15,0,0,0,5",11,34,11.0,1
113760,exceptionflug_protocolize,2871f8e2490de9f709df997d84633c76422496df,180,1630335253,"Remove everything
",51f1481fb60f620484341a1e2dbb165539114417,0,133,0,0,133,"0,0,0,0,0,0,0,0,0,0,0",0,0,-11.0,1
114601,leantime_leantime,88f7eef8d68b8ded1f85fe99de901357e67b8b2c,0,1425073147,"initial commit
",,2848,0,0,0,2848,"8,28,33,87,614,649,509,439,352,69,60",11,2848,11.0,1
120987,spring-cloud_spring-cloud-function,bdd39b74ffbdfeec281261bb5a79330eda0ccc6c,0,1474511586,"initial commit
",,36,0,0,0,36,"3,5,0,0,0,0,0,0,0,12,16,0,0",11,36,11.0,1
121988,jianyuan_terraform-provider-sentry,53e18506dfd0706507572bdd2e1db9d7df3c12ab,16,1508021982,"Extract Sentry API client (#13)

* Add provider test

* Move source files from ""main"" package to ""sentry"" package

* Handle empty error message detail on certain endpoints

* Sentry team resource test

* Sentry project resource test

* Install circle.yml

* CircleCI 2

* Update vendor

* Project key tests

* WIP conversion to new client library

* Convert client calls

* Update dependencies

* Update dependencies

* Sentry organization logs

* Sentry team logs

* Use Go 1.9 in CircleCI

* Upgrade dependencies
",d8a34522d7c49cd5fdac3bc72901842ac5ba9f28,7305,1,7,0,7313,"7,17,0,45,550,1766,2443,1405,961,70,32,19,2",13,7317,11.0,1
121992,jianyuan_terraform-provider-sentry,812978303bd422e7e06f51b0b309a315150434d4,24,1538513677,"go.mod support
",25689a0f122b9a179add270a27602c92dbf83ee0,2,7709,0,0,7711,"7,19,0,0,0,0,0,0,0,0,0,0,0",2,26,-11.0,1
122232,alibaba_ageiport,0a4af76c3c2c15f2f71e25af23fa2c52ceb1917a,0,1659864334,"init
",,534,0,0,0,534,"5,6,10,0,3,7,0,33,3,98,36,75,140,118,0,0",14,534,14.0,1
125892,miaomiaodashi_yangyannew,32943c6332eacaab3cc27257fbc3a8da73eec212,0,1526891323,"Initial commit
",,104,0,0,0,104,"7,6,4,1,0,55,0,0,2,3,17,9,0",12,104,12.0,1
135368,conditionizr_conditionizr,7aa725e86a862c3ee75f400d3cad57d6aa625a65,19,1372533935,"Remove node_modules
",2a8d12fe1fe5be0eba3da31495b269502600b900,0,1421,0,0,1421,"7,3,0,0,0,0,0,0,0,0,0,0,0",2,10,-11.0,1
138805,qinxuewu_boot-actuator,32f31b91bcfa2475f4b1ebbd1b629997bf650a71,2,1545009449,"init
",67446310ca50d5bafb5dc772646447e3595c7429,378,0,0,0,378,"3,11,0,4,4,11,34,34,141,123,9,7,0",12,381,11.0,1
143745,aslody_sandvxposed,968331539827d23669408f98c33c63646e7e5891,0,1536057733,"VirtualApp 9.0适配
",,918,0,0,0,918,"4,6,4,8,3,117,49,222,215,181,47,58,4",13,918,13.0,1
144350,iglaweb_tfprofiler,0cf71635c08d8a09ec97ff5115e523e6572fc6a6,0,1600689286,"First commit;
",,719,0,0,0,719,"9,3,3,2,1,70,468,9,128,15,11",11,719,11.0,1
144468,linkxzhou_goedge,802314a96e48f97b4170d5e54dde46f83498bed8,50,1713060082,"feat: clean all files
",8625ab4d41011206df25775f8ccfc98e987402e1,0,2101,0,0,2101,"1,0,0,0,0,0,0,0,0,0,0,0",1,1,-11.0,1
145393,alibaba_atlas,ecadac9fd6fe2bb2555cf0837c656916e7893ce9,0,1488852028,"init
",,3632,0,0,0,3632,"6,39,49,166,585,1187,522,106,164,110,238,400,60,0",13,3632,13.0,1
149453,miso-lims_miso-lims,8d1cdc14f0caaa83f63a562f588b75619a841e44,0,1340202600,"MISO 0.1.6 (Carbon) Release Candidate
",,940,0,0,0,940,"1,13,1,0,31,117,57,28,48,83,40,275,140,56,50",15,940,15.0,1
152326,distribution_distribution,d64e70b0e1f6fad581d7b1898ade02332190170b,29,1421266405,"Merge pull request #59 from stevvooe/use-godep-for-dependencies

Use Godep to vendor distribution dependencies","6b18639eac1b952b444a454f628e693eab135555,01bc08351db58747049844c6f1cb5e3c3c2f7b1e",343,0,0,0,343,"9,63,48,0,0,39,179,61,28,0,10,0,0,0,0,10,13",17,460,14.0,1
155701,bantanger_im-whale-shark,aeaeb73d5cb94aa5b86228e58aae2bbadcde43cc,0,1679677460,"feat: 基本实现TCP网关自定义私有协议、消息编解码以及用户登录逻辑
",,31,0,0,0,31,"1,10,1,0,1,0,0,0,2,13,3,0,0,0",11,31,11.0,1
160977,18f_analytics-reporter,409a3402bd3561737bc9b536087747ca133602dd,0,1417032008,"models and endpoints
",,2847,0,0,0,2847,"3,7,66,48,553,209,472,497,353,135,138,76,70,61,17,9,19,32,2,0,80",21,2847,21.0,1
160982,18f_analytics-reporter,cdbadee274d3aa2b2b9363fff151adbc5cf98133,5,1420211956,"Merge pull request #7 from 18F/downloading

WIP: Framework for downloading, processing, and saving GA reports","594a5cb30b6a730d7973529d66280070a89e8115,7e146b2ab1f5d19c2772538d8b2b8c808c17d58d",3,1593,0,0,1596,"12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",1,12,-20.0,1
3903,adobe-type-tools_afdko,3f4eeec1c1623f427bfeb9b53e82e300d7f8a67e,0,1411094336,"First commit for OpenSource branch of the AFDKO.
",,1515,0,0,0,1515,"0,7,7,62,105,327,147,311,66,246,175,62",12,1515,12.0,2
6601,tsantalis_refactoringminer,5678ff644f43719d81bb8151b17fc9fe4db55eac,2452,1694914298,"Refactoring oracle test with local files (no more cloned repositories)
",203573314a0db9dc3ca7cb24510a029117bce5a7,13163,0,0,0,13163,"9,0,3,119,582,79,1404,24,27,202,713,796,1650,2717,2994,1737,1120,544,94,11,11,0",21,14836,13.0,2
7074,mumoshu_aws-secret-operator,45319ece62da1143797b405a0df317ebf2dbb8de,0,1543606580,"INITIAL COMMIT
",,4947,0,0,0,4947,"3,6,3,70,582,1723,1273,650,438,67,61,66,0,0,2,3",16,4947,16.0,2
7915,osudroid_osu-droid,17c0fb722672081603e062856a406de4d26cae00,0,1584779909,"Initial Commit
",,1043,0,0,0,1043,"16,40,288,17,35,67,151,257,130,33,9",11,1043,11.0,2
11368,funnysaltyfish_jetpackcomposephysicslayout,96af9ef90aa7df1f5e266259e16028649bdcec67,0,1653984320,"Initial commit
",,55,0,0,0,55,"7,7,2,2,0,20,0,0,12,1,4",11,55,11.0,2
12096,ankerleng_cpp-0-1-resource,c5d6c203ac512d53be4a0ec19f705574320bd1c8,3,1569319030,"add resource
",3800abf5d6e3ff665d29780fc6b8388ddff30d54,956,0,0,0,956,"1,0,57,142,115,19,207,150,171,0,0,95",12,957,11.0,2
12143,baidu_bigflow,c01cb7e0cc11179c7ebbcd6ba694f810a63a242b,0,1513580177,"init bigflow
",,1145,0,0,0,1145,"9,67,319,455,176,77,5,6,3,3,1,6,7,11",14,1145,14.0,2
13627,florent37_camerafragment,c3b0214cd07b095e892ebf4c195646981874b3f9,1,1484557700,"Initial commit
",3f2fa8bc13449a450008971488121c2ba11572a9,171,0,0,0,171,"9,21,2,2,0,94,0,0,2,13,16,15",12,174,11.0,2
14613,sakurajimamaii_android-vast-extension,3ac2ce67b9bab4a801d79f83fc0f80f234a1481e,0,1662991730,"初次提交
",,264,0,0,0,264,"8,12,18,5,3,94,11,7,22,73,11,0,0",11,264,11.0,2
16715,zifeihan_friday,4f7487a5df0f79b6d4cad7111ec95803eddf4582,0,1584405980,"init
",,25,0,0,0,25,"2,2,1,0,2,2,0,0,4,8,4",11,25,11.0,2
18129,toni-moreno_snmpcollector,38ce75432624fea507f4b2163aaa96a07611f44a,0,1460721566,"first commit: client and server skeleton
",,180,0,0,0,180,"12,6,7,1,0,6,104,28,14,1,0,1",12,180,12.0,2
20276,kotatsuapp_kotatsu,9eda96c0d85b8b7e54dc95c8eac4fb0892687471,0,1580408224,"Initial commit
",,96,0,0,0,96,"7,12,3,1,0,27,0,1,3,28,14,0,0,0",11,96,11.0,2
22055,jaseemakhtar_composecg,6b81ba728fd1d13498ae3ec0850acb97358b2c66,0,1651423036,"Initial Version
",,110,0,0,0,110,"6,12,3,1,0,48,0,0,1,10,25,4",12,110,12.0,2
23501,matinzd_react-native-health-connect,f56c1e551a08a20d879c3c34626c987d0a7b99e3,0,1673061997,"initial setup
",,101,0,0,0,101,"16,17,14,18,3,4,10,13,3,1,2",11,101,11.0,2
25435,har5hit_pokedex-kmp,64c2e89b7a0c57a33dd09c9a447e2b6a6a5a7ae7,0,1651752382,"code setup
readme updated.
",,148,0,0,0,148,"9,12,6,9,6,27,0,0,7,43,4,15,5,5",14,148,14.0,2
30214,playgameservices_play-games-plugin-for-unity,5ae9bb1059f797eece8372ce48f8042a05d5c569,0,1575980840,"\nInternal sync\n

PiperOrigin-RevId: 283555393
Change-Id: Ie03e93d94de2f9a49d82b83931d34af90c151cf0
",,864,0,0,0,864,"0,0,0,0,0,12,28,29,22,21,151,508,66,0,0,27",16,864,16.0,2
30363,techa03_goodskill,9da60cdc6376769552796d9a78bcea0b57d078da,214,1544258202,"模块拆分为消费和服务，相关配置更新
",d5abed8b5ae40aa35334954b6f0264f41fdbf72e,321,0,0,0,321,"6,2,9,0,0,18,15,53,131,62,27,4,0",12,327,11.0,2
31260,webtoon_readmoretextview,5f998865a4765cf12fa347c7554607cb714264e2,1,1653040971,"Initial commit
",3b2d8d123ab2353558d882431ab0b866107c96ea,109,0,0,0,109,"10,27,20,6,0,30,0,0,3,9,1,6",12,112,11.0,2
32126,dss99911_kotlin-simple-architecture,ad912089aa81a867ae85b176f245ec489903bea9,0,1562829150,"separate sample and library
",,244,0,0,0,244,"6,14,2,2,0,60,0,4,34,72,46,4,0,0,0",12,244,12.0,2
33964,talkdata_javabigdata,104186895869fb848af4ff2ad60ebff07c419245,3,1547985596,"upload code 2019.1.20
",1faaf46ed12bdd2b82077aae284287c32ba1a01d,321,0,0,0,321,"2,0,2,13,8,5,11,77,0,7,71,89,38",13,323,12.0,2
34658,kubewharf_godel-scheduler,efe9c156719ef71d8dc600786cb431bbd510afde,1,1702274583,"Merge pull request #1 from kubewharf/init

First commit: initial version of godel scheduler","19a1796133181779859eb61764de35e44cd435a8,359a92dbf45640c1d32707168e5f330543c87092",6980,0,0,0,6980,"11,20,86,532,1172,2086,1839,764,344,40,27,39,21",13,6981,12.0,2
35201,ionic-team_capacitor-remix-templates,decfb869373f4819dd17861f0f0a47d56dcbc358,0,1649699316,"Initial commit
",,1719,0,0,0,1719,"3,158,213,97,128,96,400,576,0,32,16",11,1719,11.0,2
36034,jsonchao_awesome-wanandroid,522ed4f5f0d72c6dc3a23552a4d04ee62dbae5f9,1,1520586271,"commit awesome wanandroid project
",66786a4e300653bf8a8c0b4e243216d2fdfaa9d8,305,0,0,0,305,"8,8,5,1,9,119,0,0,2,63,87,5,0",12,307,11.0,2
37443,megatronking_stringfog,b86f970fbe89fb35f35673f2a18948eca14bd06a,0,1488976616,"init commit
",,76,0,0,0,76,"8,16,3,1,0,11,7,12,4,11,3",11,76,11.0,2
37790,su18_jdbc-attack,151371d7f4b255a7aba2d9bf7e92ee105a22ccd5,0,1631155368,"初始化提交
",,41,0,0,0,41,"3,16,0,0,3,0,0,1,1,9,8",11,41,11.0,2
38093,pixelcatapp_pixelcat,99038aa419be9b7e602938355de931d50a3c2883,0,1591969485,"initial commit
",,175,0,0,0,175,"6,7,2,1,0,84,0,1,26,41,7",11,175,11.0,2
38215,barthap_expo-music-picker,a368101e0427dae768a78c9732cf23982e46989a,0,1656611352,"Initial commit
",,129,0,0,0,129,"8,20,15,15,5,23,9,28,0,0,0,3,1,2",14,129,14.0,2
40039,alibaba_cobarclient,4c94bf50d87411d874ae17cff8f2be6feb4ed09a,1,1373855741,"transfer cobarclient1.0.4 from svn to github repo
",8bfb5c71416571f296fb1964b865c82e97c747fc,504,0,0,0,504,"3,0,2,10,26,42,37,65,32,92,77,98,22",13,506,12.0,2
47284,hellochenjinjun_newfastframe,ba0a2d33abd87f344a4c3c67644778e0486fcad4,0,1501849097,"Initial commit
",,171,0,0,0,171,"7,11,3,2,0,31,0,3,64,45,5,0",11,171,11.0,2
55432,xutowei_gamedevelopmentkit,b8ecb485dd8b2cdf8cef43f46d7138d96e1a68c6,0,1666010091,"first commit
",,5133,0,0,0,5133,"8,41,74,147,509,535,849,720,1913,307,30,0,0",11,5133,11.0,2
55908,ctt-gob-es_clienteafirma,569e93c788f53b5e5d9324313ddfa67679d4d3ec,0,1296144126,"git-svn-id: http://svn-ctt.administracionelectronica.gob.es/svn/clienteafirma/trunk/project@5 dcdbb401-323c-49cf-88a0-803402807c85
",,236,0,0,0,236,"0,18,18,11,2,13,86,56,18,0,0,7,7,0,0,0,0,0",13,236,13.0,2
56511,ctt-gob-es_clienteafirma,74026b2b699e64dcdaa75e289ce520295984cde6,3362,1366971860,"git-svn-id: http://svn-ctt.administracionelectronica.gob.es/svn/clienteafirma/projects/afirma/trunk@3869 dcdbb401-323c-49cf-88a0-803402807c85
",71ca35b228b1dea2e35c63ff28982f5446451119,0,11,0,0,11,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,0,-12.0,2
56512,ctt-gob-es_clienteafirma,473f84cf48bde33749020b944e42d9a31a59438d,3363,1367833241,"- Se ha suprimido e nivel /project

git-svn-id: http://svn-ctt.administracionelectronica.gob.es/svn/clienteafirma/projects/afirma/trunk@3922 dcdbb401-323c-49cf-88a0-803402807c85
",74026b2b699e64dcdaa75e289ce520295984cde6,1983,0,0,0,1983,"1,88,165,221,262,121,67,82,228,304,286,109,5,0,8,14,15,7",18,1983,18.0,2
61431,tinkoff-mobile-tech_droidherd,d0d79e09efd33d8afe6ed7a32c4d6a6f25ec4572,0,1659619045,"Initial commit
",,93,0,0,0,93,"6,5,3,0,5,5,0,0,0,37,32",11,93,11.0,2
62355,openshift_oc,7775a17b574a60902dbf3302436864b5c0878daa,2909,1563365035,"Merge pull request #3 from deads2k/init

Init","5eae85cf180026adc89ac596621fde81e75df733,1911f35dc5beae22ec8fd8115695b91dc13a79cf",35595,0,0,0,35595,"6,2,16,711,2718,6421,10477,6250,3787,1966,1611,1287,600,105,118,90,15,18",18,36198,11.0,2
62730,apache_flink-ml,8f86ecfc2c1a5ab7f98ab753b374741ff62111c2,1,1617011834,"[FLINK-21976] Move files under flink/flink-ml-parent to flink-ml repo
",ea541d70e4a31006ba0a06d8465e77dda81528f7,82,0,0,0,82,"2,4,0,0,0,1,1,0,0,12,43,20,0",12,83,11.0,2
65822,tencent_spring-cloud-tencent,9b68f0575210d369b61fb886426deeb370d5aa15,2,1627542540,"feat:first commit
",e0868b219342725a677bee3638c7a1e9dff0cb69,177,0,0,0,177,"9,5,20,5,10,3,26,1,0,9,45,24,13,8,0",14,178,13.0,2
65983,anruence_enode,c51f76283803935c528504cd50173529bc272c91,0,1557834238,"version update
",,378,0,0,0,378,"4,4,5,0,0,6,3,118,106,44,58,30,0,0,0,0,0,0",12,378,12.0,2
66352,cidrblock_drawthe.net,de4f6aba34fd577abedead205c0cc785a166cc85,0,1474372330,"initial
",,12341,0,0,0,12341,"16,2,1827,1430,4148,3184,1142,419,153,2,18",11,12341,11.0,2
66883,easemob_easeui,a23a228a7e91c4467cf4274b35c38c97ad884991,0,1593091318,"update easeui
",,411,0,0,0,411,"6,11,4,2,0,271,0,7,75,26,9",11,411,11.0,2
66910,godotengine_godot-git-plugin,2fff57825cdf9157f67c1f01c66cb0685cce1c66,14,1564674385,"Add libgit2 lib with source (#3)

* Add libgit2 libs + source

* Set libgit2 dll as dependency of gitapi

* Add libgit2 shared object

* Add x11 git2 static lib

* Add libgit2 binaries to demo project

* Add windows binaries to demo project for git addon

* Update gitignore to regard all demo files

* Add windows addon binary to demo

* Add git init
",35ae0ae374eea89a93f711f0c81e1f278ae72d43,10207,0,1,0,10208,"7,14,4,21,316,614,684,288,5770,2007,140,329,30,8",14,10232,11.0,2
67512,segmentio_analytics-kotlin,1039373348426ae5b7f0686e97d08437266b73ef,0,1620068144,"open source pilot release
",,135,0,0,0,135,"10,7,12,1,2,0,50,10,20,17,6,0,0",11,135,11.0,2
69761,d1l4y_posekit,a90977e3a2579facefbfe31267b574db26919759,2,1573077092,"add PoseKit template
",402af5db7e13510c158a605fc8fee9be20e4784b,576,0,0,0,576,"15,9,11,39,16,129,157,44,137,9,9,4",12,579,11.0,2
74523,admiraltyio_admiralty,9fa992bc72f7a29fc660942c3751924f2c9858a6,1,1544422594,"vendor

Signed-off-by: adrienjt <adrienjt@users.noreply.github.com>
",086683dde7021e1b8cfb9a8ca990e6c3ebaf0dff,7119,0,0,0,7119,"7,3,22,239,883,2287,1763,959,591,201,100,84,4,5,5,3,10,14",18,7180,13.0,2
74580,airsonic_airsonic,a40ad1f7ef65f0058141d316bba3cdc3a5aee1ae,0,1462118236,"First commit
",,1340,0,0,0,1340,"2,17,23,6,33,91,703,56,304,81,24",11,1340,11.0,2
74758,androidsamples-page_composenotes,1876f5d45e9ef0bb6f14e6998674d29aa8f06bec,0,1646061998,"irst commit
",,37,0,0,0,37,"7,3,2,1,0,17,0,0,0,3,0,4",12,37,12.0,2
75679,passbolt_mobile-passbolt-android,b25c2e6ff0e9ce7d6cde0600225ecb8b882d1ea9,1,1617702355,"Merge branch 'feture/init_android_project' into 'develop'

[PAS-7][PAS-8] Setup repository and CI

See merge request miquido/passbolt/passbolt-android!2","a8b8af5a9cb77fa9b1e6611a97dd81de9190522f,8158a70846eb1d0ee4063d3c7ad9c6428cc2673d",102,0,0,0,102,"10,16,22,1,4,19,2,0,4,0,0,12,13,0,0,0",13,103,12.0,2
79385,andremion_theatre,6a0640ce08077b2b4ac2ea08e5cf92529cbc83bd,1,1519413138,"Initial commit
",c2fb6d5cbf433692186f4de9d77e96370592c630,180,0,0,0,180,"9,11,2,4,0,50,0,5,38,42,17,3",12,181,11.0,2
81000,hmailserver_hmailserver,c71a6de74c8e169d03ee71e0be29fbd00fc639f8,1,1396989814,"First commit
",0be7747326245b4e461fc1dc475f7509475f5f39,44017,0,0,0,44017,"2,7,40,459,6103,11740,12064,9010,2962,844,710,55,22,0",13,44018,12.0,2
81341,textileio_go-textile,8116933a38b5b4b5152e8a6ea662313b3129b434,0,1520444283,"initial commit w/ deps from openbazaar-go
",,3075,0,0,0,3075,"3,24,6,0,371,1488,1031,106,21,5,11,7,2",13,3075,13.0,2
81821,eclipse-cyclonedds_cyclonedds,11d9ce37aa7b14cfc026a3d9c3fa721a80187f58,1,1523372639,"Initial contribution
",7b5cc4fa59ba57a3b796a48bc80bb1e8527fc7f3,579,0,0,0,579,"5,2,22,103,230,96,18,24,69,0,4,7",12,580,11.0,2
82131,felizdevida_chat-box,2cf837535335fa2514f21abbfd24c030524c4bcb,0,1693563366,"11
",,310,0,0,0,310,"4,21,4,20,136,2,0,4,100,15,4",11,310,11.0,2
82226,huangjian888_jeeweb-mybatis-springboot,eeba1793e160f1a02b9bd5096a1cee951a87ee32,1,1535010304,"init
",9901dabb7a568bd42fa96fb9389d732db8412843,1847,0,0,0,1847,"8,2,1,7,5,10,164,335,773,395,103,39,7,1,0,0",14,1850,13.0,2
84146,zhengcx_methodtraceman,2936da11a067753d22673ce844629d30c44412c1,0,1568466106,"first commit methodTraceMan project.
",,106,0,0,0,106,"6,14,5,2,3,31,1,27,11,1,5",11,106,11.0,2
92253,elsa-workflows_elsa-core,42ce946d64e38950fec507d07a516e5ece6be86f,1102,1641285491,"Reset
",aad15cbb7da492fa4b2ad5c3b17e8512a1250fa8,0,2723,0,0,2723,"0,0,0,0,0,0,0,0,0,0,0,0",0,0,-11.0,2
103114,galaxyscitech_java-wallet,446e36c642fad7844900a595f0fde99d1bdeb7d3,0,1626689763,"stash
",,2082,0,0,0,2082,"14,11,2,0,3,11,30,58,227,1723,3",11,2082,11.0,2
103171,gaotianliuyun_gao,fcbdcfd1cb2fe73932cec1eb01f1e180c258bdf3,165,1661302519,"更新 '{""key"":""csp_XYQBiu_短视频"",""name"":""分享短视频(YXQ)"",""type"":3,""api"":""csp_XYQBiu"",""searchable"":1,""quickSearch"":1,""filterable"":0,""jar"":""https://gitea.com/hongdeng98/TVBox/raw/branch/main/jar/XYQBiu.jar"",""ext"":""https://gitea.com/hongdeng98/TVBox/raw/branch/main/XYQB/分享短视频.json""}0823.json'
",1fe2b7b6242c95ef0f07f88ed2e32f552fd30448,0,0,1,0,1,"14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",17,24,15.0,2
