,repo_id,commit_id,commit_time,message,parents,n_added,n_deleted,n_moved,n_renamed,n_struc_changes,total_files_per_level,max_file_depth,total_files,max_file_depth_diff,bucket,lang,95%,99%,99.9%,output
85053,hyperledger-labs_cordentity,02385c4508165fbd289b1c2b13ebbfcca5e33189,1544580640,"Merge pull request #6 from hyperledger-labs/HL

Trying to bring master up to date","d53bf05077f917b375ece7006ddb1ba727eb445e,24dcf26becd776f8e0a8397cbc54acf237fb431a",97,0,0,0,97,"13,18,9,2,4,5,14,0,0,7,16,3,8",13,99,12.0,19,Kotlin,9.0,11.0,13.921000000002095,node_modules
85110,42school_norminette,c7440571319f2227b1237ee971dd7d3d383d96ba,1574247377,"Merge branch 'new_lexer' of 42born2git.42.fr:staff-world/temporary-tech/norminette into new_lexer
","4ebfbe54133f47a7384dcfeaa7ad1e05077c9f9d,ed734d55294c08bada5e335b191197b7ccc19970",540,5,0,0,545,"7,3,17,54,3,73,63,261,58,7",10,546,8.0,42,Python,4.0,7.0,11.739000000001397,node_modules
85119,42school_norminette,886bc7fb166077d04c88d77b808259560371cee1,1574627142,"added string_tokens_test
",697ae53566b44dbe85837e21aae0e4513741c14c,1,414,0,0,415,"7,3,7,0,0,0,0,0,0,0",3,17,-7.0,42,Python,4.0,7.0,11.739000000001397,node_modules
85131,whoiszxl_shopzz,59ceca69ff50b5a6b9efb554f44f9cf0d6c7fcf3,1709106443,"reset project
",eafdd45d42087d8398575c3b99036fc254f03d69,0,3625,0,0,3625,"2,0,0,0,0,0,0,0,0,0,0,0,0,0",1,2,-13.0,67,Java,9.0,12.0,15.0,node_modules
85148,ultimatemember_ultimatemember,125c6225212597cacaf58ffdb012fa2ec5be529d,1418675887,"first sync
",05eab9e0e7c67e3c7da47d46fa05c33a734b06c1,665,0,0,0,665,"4,65,55,67,56,13,54,21,205,86,40",11,666,10.0,29,PHP,5.0,9.0,14.0,initial
85195,weixsong_elasticlunr.js,8631310caeca37a7bc6abd08857b40d8e5f36843,1436147005,"add modules
",8cce24daa3e69f01c225888a01f3cc82b37db42e,1384,0,0,0,1384,"17,74,36,25,114,194,156,114,117,463,67,71,53,63,43,15,6",17,1628,9.0,72,JavaScript,5.0,9.0,17.0,node_modules
85208,weixsong_elasticlunr.js,7df1908287756dd69a804481733a7cd8b1ba9c05,1443431453,"Build version 0.7.4
",3b9daa49e894c7ce3bee13fa8c9e4c52aa2129a8,0,1944,0,0,1944,"15,70,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0",3,103,-14.0,72,JavaScript,5.0,9.0,17.0,node_modules
85209,weixsong_elasticlunr.js,948b55162cd11d8ec2d9b021097ef23a590793b0,1445828621,"Build version 0.8.1
",ef76791fb46891f0e1477f5e990dc42253c1f9a0,1898,0,0,0,1898,"15,72,41,26,172,244,265,117,174,456,191,47,65,51,44,15,6",17,2001,14.0,72,JavaScript,5.0,9.0,17.0,node_modules
85211,weixsong_elasticlunr.js,793a8f0deb13e924aa557b73aa7c970572c49f11,1451901040,"Build version 0.8.3
",223a9461e20978cbde03e71e6ccd10d4d5a32ea0,0,1896,0,0,1896,"16,72,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0",3,106,-14.0,72,JavaScript,5.0,9.0,17.0,node_modules
85297,cosmostation_cosmostation-ios,11f172200cd6aa3950798a5886e461a99a4f3d16,1548763819,"Cosmos Wallet init
",1e9cad08a74c7b6b84a6d8c3edbdc8e1edd2144f,148,0,0,0,148,"2,3,2,0,1,0,24,0,0,36,8,0,0,0,0,0,0",11,76,10.0,66,Swift,5.0,9.0,13.0,initial
85299,blogifierdotnet_blogifier,27b81b86d0113d9e1a3816848182f628e7c6133b,1523721292,"Solution reload
",d4da7bfbddc2ffbc78c2c8baca03e2660f2e486d,349,0,0,0,349,"4,2,8,22,36,38,71,57,17,57,40,0,0",11,352,10.0,25,C#,6.0,10.0,12.0,node_modules
85330,wenet-e2e_wenet,0f27de37226e4422172b370644d08c30974f5abf,1611045410,"[runtime] add android demo (#73)

* [runtime] add android hello world demo

* add server runtime code into android

* add cpp recognize demo

* add ui and audio record logical

* [runtime] optimize android app demo

* fix bug

* add android assets readme

* fix lint

* CMakeLists.txt style

* [android] modify frozen time of stop record button

* [android] add readme

Co-authored-by: Binbin Zhang <811364747@qq.com>",df3bbcc56ae74b6c084970c354f2dfe9d3fc3fee,47,0,0,0,47,"9,28,29,26,56,3,2,1,6,22,0,5",12,187,7.0,19,Python,4.0,7.0,11.739000000001397,node_modules
85336,rgb-wg_rgb-node,d8abdf847c185d760b150b4a8cce8602f50fb2ff,1591881729,"Use threaded deamons in Android
",6ca782c76179a8b9bf08355cc99317e3cb6438b6,1,0,0,0,1,"6,8,39,31,14,4,2,0,21,0,2,0",11,127,6.0,24,Rust,3.0,6.0,10.0,node_modules
85361,rgb-wg_rgb-node,e136a4c0a4526b121527a8670738e7f5185f2b66,1602382627,"Removing FFI into a separate RGB SDK project
",6529f8068bcf25e48983100d0a1a31ad8b70befa,0,88,0,0,88,"8,13,35,13,11,0,0,0,0,0,0,0",5,80,-7.0,24,Rust,3.0,6.0,10.0,node_modules
85363,microsoftgraph_msgraph-sdk-php,63e77490f882ca0743f162582a9427a3b8ef2944,1699524910,"Merge pull request #1392 from microsoftgraph/fix/merge-v2-to-dev

Merge v2 to dev","1391f9c2bcd3d799117ebfe7bb84feff2b649dbe,c7bf563a7f038eae044fdd5d667e84ab4f9551fa",29356,7627,1,1,36985,"14,15,7,2776,1815,2760,3640,4233,3191,3402,2065,1461,1217,823,730,526,335,199,105,52,18",21,29384,14.0,52,PHP,5.0,9.0,14.0,node_modules
85508,anitrend_retrofit-graphql,76069ff1d020ec471eac1bc9bd6a2470a67bcdcf,1522960650,"Alpha Stage Project

- Library implementation
- Sample base set up",0244b862faa1db9da2b7b867ed28512fc3bbdc93,112,0,0,0,112,"10,14,44,14,0,19,0,0,5,2,6,1,0,0,0,0",12,115,11.0,24,Kotlin,9.0,11.0,13.921000000002095,node_modules
85606,arm-software_cmsis-freertos,9c5c3a1ba3677e40ab0388fd8b05d9d0cf00a49a,1485345832,"Initial commit
",d75f0ce0d2b2a78e6bff14f6209987c7958e508d,10725,0,0,0,10725,"6,11,1152,2232,2323,1487,993,1508,293,196,458,68,1",13,10728,12.0,30,C_C++,6.0,11.0,13.0,node_modules
85825,grpc_grpc-experiments,4ff6570813fe918065e2d1b68733388a350c360b,1440720504,"Merge pull request #280 from stanley-cheung/sayonara

doc and examples have been moved to various grpc repo","209d047db80a2c289fc24b3fafd85945dbcfb543,0bfb3755ca0043bd176bac283a4aeeb56c917358",0,196,0,0,196,"2,0,0,0,0,0,0,0,0,0",1,2,-9.0,30,JavaScript,5.0,9.0,17.0,node_modules
85877,sehmaschine_django-filebrowser,a0cc1f39622c3360f6ba3c171c2f40321db3ff6f,1258033053,"added FB3 to trunk

",e67cb1a56841a0a36fdfcd2b65c421e1d0b0e67d,162,0,0,0,162,"2,11,3,7,67,2,10,27,21,12",10,162,10.0,55,Python,4.0,7.0,11.739000000001397,node_modules
85881,sehmaschine_django-filebrowser,df20da7b68e8f5e1aa1a1d88f89cca2c406d2020,1275052706,"move trunk/filebrowser to branches/filebrowser_3;

will move branches/filebrowser_3_1 to trunk/filebrowser in next ci;

",80be39b0d91b8429cce145092150f7da0658e67c,0,165,0,0,165,"2,0,0,0,0,0,0,0,0,0",1,2,-9.0,55,Python,4.0,7.0,11.739000000001397,node_modules
85882,sehmaschine_django-filebrowser,b43ca706f2ad4a6bf2616776938fec0e88a3d7c9,1275052805,"move branches/filebrowser_3_1 to trunk/filebrowser;

new release is done!!!

",df20da7b68e8f5e1aa1a1d88f89cca2c406d2020,172,0,0,0,172,"2,11,6,9,74,2,10,27,21,12",10,174,9.0,55,Python,4.0,7.0,11.739000000001397,node_modules
85885,sehmaschine_django-filebrowser,91176ebb0578fb7daf798075ef4cf841de46cb2a,1306790542,"merging for idiots, part I (deleting trunk)

",9b206b9c303ba49399a6ce53489e303f4b3f7457,0,176,0,0,176,"0,0,0,0,0,0,0,0,0,0",0,0,-10.0,55,Python,4.0,7.0,11.739000000001397,node_modules
85886,sehmaschine_django-filebrowser,7061ce265a3c4213d3c1a5e0270ef89a7207aad9,1306790823,"merging for idiots, part II (merge 3.3 to trunk)

",91176ebb0578fb7daf798075ef4cf841de46cb2a,142,0,0,0,142,"3,25,11,11,34,0,0,25,21,12",10,142,10.0,55,Python,4.0,7.0,11.739000000001397,node_modules
86005,spring-projects_spring-shell,3cd5a1be3bcefadf680c4c205766954e52bf81b6,1502183081,"Remove everything prior to Shell 2 migration
",7424ccad054aea6bc381d236e206e0e3d5b344fd,0,233,0,0,233,"0,0,0,0,0,0,0,0,0,0,0,0,0",0,0,-12.0,55,Java,9.0,12.0,15.0,node_modules
86020,mckinsey_vizro,fc34051137f01518c382e2bc4f1e65a62b09f2e5,1693828294,"initial commit for Vizro open source
",9b2a728a4e56b7507cab5d3e1f7f907e3f687175,245,0,1,0,246,"8,12,19,15,48,115,27,2",8,246,7.0,58,Python,4.0,7.0,11.739000000001397,initial
86049,materialcleaner_materialcleaner,61a57243f6916d88b839d3f1af860a0a7b2801a9,1703130475,"partial open-source
",0215e0f13bcc19c7382417aea39dbdcb5deabc4e,2272,0,0,0,2272,"9,18,6,6,9,287,83,62,586,523,62,23,51,526,26",15,2277,12.0,11,Kotlin,9.0,11.0,13.921000000002095,node_modules
86124,kubernetes-csi_external-provisioner,51c85d7d2f8fccf7a7ed8c158ef3d50b51cf9202,1510268208,"First drop, external provisioner skeleton..
",9c46ecad2be77c219aa5c1effe7be124731df205,16104,0,0,0,16104,"8,0,1,67,761,2802,4311,2860,1677,1165,1128,793,386,44,58,45,0,0",16,16106,15.0,72,Go,6.0,10.0,15.0,node_modules
86338,wplib_wplib-box,f8df0850e94b1ce1519d3037fefbc94633c172b9,1449168758,"Initial structure
",7cdb3d4a93f67d5342e3ac26404e0973aae779bf,902,0,0,0,902,"3,0,3,62,122,363,114,143,74,19",10,903,9.0,1,PHP,5.0,9.0,14.0,node_modules
86386,sensenet_sensenet,61946ef5064f8aad546092bb038b1c28e2305f89,1488962281,"Initial commit: migrating source files and references from TFS. Nuspec file included for assembling the nuget package.
",f59aa75c87bb31bbeef28aa366e8b5001a57621a,979,0,0,0,979,"4,1,206,445,185,38,7,3,3,16,73,2",12,983,11.0,68,C#,6.0,10.0,12.0,node_modules
86432,jialongsu_react-native-s-baidumap,2f2b51a4dbfd2119600796098a12eb97d69c5480,1577435594,"init

init
",baf1fb2e7f1d6daff0da67e76f6363810a864d24,170,0,0,0,170,"6,16,25,24,16,32,26,12,2,3,9",11,171,10.0,22,Swift,5.0,9.0,13.0,initial
86476,sap_sapmachine,78f092a109aeb67b67d4abe1fa0827ad5309f2ca,1196814525,"Added tag jdk7-b24 for changeset 06bc494ca11e
",23b53bf44b4f0f561273f86feaa46944ba69ffbb,1,0,0,0,1,"7,46,60,193,1085,4364,5574,6067,3122,1486,2209,2164,1292,357,39,0",15,28065,12.0,11,Java,9.0,12.0,15.0,node_modules
86529,bernie-g_geckolib,19bb7447dbb4babd6813ba7ebabd98be3ac28251,1668131376,"clean branch
",b3c7c8f7440f548a454b62b53858b53bd99c3cf4,0,846,0,0,846,"0,0,0,0,0,0,0,0,0,0,0,0,0",0,0,-12.0,1,Java,9.0,12.0,15.0,node_modules
86530,bernie-g_geckolib,f4dd0d904faadfc8db906fdc4d9f868898cc7cd7,1668131403,"Pushing broken progress update - Tslat
",19bb7447dbb4babd6813ba7ebabd98be3ac28251,828,0,0,0,828,"2,23,45,2,17,2,3,90,268,100,240,32,4",13,828,13.0,1,Java,9.0,12.0,15.0,node_modules
86577,microsoft_pyright,1d91744b1f268fd088be86df8f2afb205af7019b,1552362356,"Initial checkin.
",da82496b3c36b0e3db24d157683b74579d5324fc,602,0,0,0,602,"6,9,5,52,306,154,69,4,0,0,0",8,605,7.0,73,Python,4.0,7.0,11.739000000001397,node_modules
86589,easyabp_eshop,79cbe560d57fbb5f8bd5d0b8feb4a784b5fe68af,1586861771,"Initial
",b33d0e4cba8d50465ee6c64b58bebf1c19b4aac1,1012,0,0,0,1012,"2,3,40,5,345,183,100,11,24,225,76,0",11,1014,10.0,46,C#,6.0,10.0,12.0,node_modules
86601,bitpoke_wordpress-operator,9fb066a7201d1ebb648ac2c8679d365c0ee78935,1525776577,"Operator scaffold
",691a23a767dc08761c78cfc562eeefa471275075,8554,0,0,0,8554,"9,2,9,100,1084,2720,2059,886,899,457,269,63,0,0",12,8557,11.0,7,Go,6.0,10.0,15.0,node_modules
86607,kserve_kserve,32c9e650a82e8b90f54e0296cfd1d11d18c1b665,1554317211,"Added kubebuilder boilerplate (#5)

",d8ae58d3a1343f0238b115c74d981d05a8dac679,7615,0,0,0,7615,"10,2,19,239,939,2494,1784,1042,650,200,107,91,5,5,5,3,10,14",18,7619,17.0,57,Python,4.0,7.0,11.739000000001397,node_modules
86609,kserve_kserve,4b7204230973d74d03935e86fc7d0f729e85f693,1554484521,"Update dep with Knative dependency and add knative service placeholder (#10)

* update dep dependency for knative

* watch knative service and generate rbac
",cd2537164026f25bc267123087fa99e7e31fa956,202,5288,6,0,5496,"10,2,19,81,431,956,550,379,86,2,18,0,0,0,0,0,0,0",11,2534,-7.0,57,Python,4.0,7.0,11.739000000001397,node_modules
86652,lerry903_ruoyi,fccd5830a49b09529b64da4992c9cb0ada81511f,1530493968,"delete ruoyi 1.1.6
",35a2114fc84d67f5f2c306224365cf23988439f5,0,472,0,0,472,"0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,0,-13.0,21,Java,9.0,12.0,15.0,node_modules
86653,lerry903_ruoyi,ffd68de51bcf840d47e07da2d55e0207a55080ac,1530494083,"若依 2.0
",fccd5830a49b09529b64da4992c9cb0ada81511f,455,0,0,0,455,"3,5,0,4,9,69,73,88,51,122,6,15,10,0",13,455,13.0,21,Java,9.0,12.0,15.0,node_modules
86654,lerry903_ruoyi,a66f6034375629600c52f0db669664da70d10e93,1531097029,"delete 2.0
",5370f12686bdd867c205372b821d79959b072f42,0,455,0,0,455,"0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,0,-13.0,21,Java,9.0,12.0,15.0,node_modules
86655,lerry903_ruoyi,57773e6eff3981bde8778498f7f949178f7b215d,1531097092,"若依 2.1
",a66f6034375629600c52f0db669664da70d10e93,458,0,0,0,458,"4,5,0,4,9,69,75,88,51,122,6,15,10,0",13,458,13.0,21,Java,9.0,12.0,15.0,node_modules
86660,kserve_kserve,676ea7dd597998527941729cea5c67d956fe79d9,1561484316,"Check in TF 1.13.1 (#181)

* add TF 1.13.1

* Update Gopkg.toml

* Remove TF pruning in toml
",117bd206e16c3cb92902518b41407a1031a51ebb,14031,0,0,0,14031,"13,16,44,140,481,1083,887,4810,5242,2904,855,138,51,86,20,20,16,3",18,16809,7.0,57,Python,4.0,7.0,11.739000000001397,node_modules
86670,appbaseio_abc,14f8a266504350259a632064a365af3410cc7aa0,1631538635,"fix: go mod migration (#199)

* wip: go mod migration from go vendor

* fix: import issue with gopkg.in/AlecAivazis/survey.v1

* fix: import issues with abc paths

* fix: firestore import

fix: move private -> importer
fix: remove vendor folder
fix: remove support for es v1 and v2

* fix: docker build

* fix: travis.yml

Co-authored-by: Siddharth Kothari <sids.aquarius@gmail.com>",b8820be683891e50f119f2f3c011fe5b5aa2aef5,367,9508,1,0,9876,"12,9,98,165,130,37,0,0,0,0,0,0,0,0,0,0,0,0",6,451,-12.0,18,Go,6.0,10.0,15.0,vendor
86688,bradley_blotter,50c6f27ed95050fdbadec860db944e0351628150,1490332205,"more common glsl utils
",3105c201d678db709c659456a8a036557cc71262,12,211,0,0,223,"5,9,35,35,1,0,0,0,0,0,0,0,0,0,0,0",5,85,-11.0,7,JavaScript,5.0,9.0,17.0,node_modules
86750,semantic-rs_semantic-rs,9818b43c0acb70a221f1757c9f3122a5be60bcbb,1453884627,"Merge pull request #38 from semantic-rs/with-testing

First try for integrating integration tests","800f1688464503b1eca2f386b275f72324c863ad,e3a965d36540285276ad643f946737193e55ca81",171,0,0,0,171,"8,6,2,0,10,46,42,64,7",9,185,7.0,25,Rust,3.0,6.0,10.0,node_modules
86756,buildfoundation_mainframer,e49501964d7d0e25eab853bcaa74c101f48634e1,1484081238,"Add sample for common Gradle project. (#79)

",7dad3a001c9179054939aaabaf6566fafedefd0a,14,3,0,0,17,"9,13,6,4,2,0,0,0,1,0",9,35,6.0,18,Rust,3.0,6.0,10.0,node_modules
86772,livekit_rust-sdks,7b09d6dd51fd00b1012b8f0a698eb90dab659270,1660657400,"Merge pull request #2 from livekit/feat/example-projects

Add basic project boilerplate for iOS & Android ( To use platform spe…","01eaa337a5d9c07661eca1a5396fa11bec102321,b59606b989dece4e72cba236e9af65f4b85f22bd",64,1,0,0,65,"4,6,7,15,6,4,2,28,0,2,0,0,0",10,74,8.0,12,Rust,3.0,6.0,10.0,node_modules
86774,kserve_kserve,f31f3827f3083500fd8ad74230ac58b7ba1dae6b,1591723520,"Migrate KFServing to Go Module  (#796)

* delete vendor

* Fix codegen

* Add go mod

* Fix status map type

* Fix status test

* Fix url address

* Fix url address test

* Pin controller tools version

* Remove address hack

* Fix dockerfile for go mod

* Update generated code

* Fix unit tests

* Fix dockerfile

* Fix openapi gen

* Copy go mod file

* Remove resource validation

* Increase timeout

* Add comment for update-codegen.sh

* Fix controller gen version

* Update api docs

* Remove generate from test target

* Update developer guide for GO MOD

* Fix rbac role name

* Add object selector

* Fix addressable type

* Fix addressable type

* Fix status map

* Generate swagger.json

* Fix status validation

* Review comments

* Clean up dependency",5b30b872839661483c05815ffee103f313bdc819,2,18228,0,1,18231,"13,33,85,247,198,73,13,4,3,0,0,0,0,0,0,0,0,0",9,669,-9.0,57,Python,4.0,7.0,11.739000000001397,vendor
86788,buildfoundation_mainframer,9aec3eefff78f8a4498eef0f3e151d9aef7ac5e4,1547702694,"Remove samples, recipes and outdated docs. (#251)

",3d280e2c4f3bf70c99562c948b064396a7faccad,0,85,0,0,85,"7,31,8,0,0,0,0,0,0,0",3,46,-7.0,18,Rust,3.0,6.0,10.0,node_modules
86802,hanwckf_immortalwrt-mt798x,d58a09110ccfa95f06c983fe796806f2e035c9d2,1160222240,"move old kamikaze out of trunk - will put buildroot-ng in there as soon as all the developers are ready

SVN-Revision: 4944
",af034797eeb62b62ac05442d5a688b28ccd0f16b,0,15876,0,0,15876,"0,0,0,0,0,0,0,0,0,0,0,0,0",0,0,-11.0,71,C_C++,6.0,11.0,13.0,node_modules
86817,livekit_rust-sdks,6901019812351395d1f973f24415da85f8c5a5ef,1688734119,"feat: ios & android support (#106)

",f21a896d88f94571605c42cc0b57b641f2c8f661,71,0,1,0,72,"6,22,108,103,31,6,4,0,20,0,1,0,0",11,301,6.0,12,Rust,3.0,6.0,10.0,node_modules
86999,eclipse-archived_smarthome,108712ea468ed465fdad086718d2f39d9e69751e,1389365608,"initial contribution - CQ 7807
",7282a5f7213a7802757b9e358ac00ca6e98ad1a6,872,0,0,0,872,"3,11,44,201,275,0,13,2,9,23,50,102,83,51,7,0,0,0",15,874,14.0,66,Java,9.0,12.0,15.0,initial
87042,lightningdevkit_ldk-node,bc7a4ba35fabcb6b8a104b7f9f52a3f018535cdc,1683617603,"Merge pull request #25 from tnull/2022-09-start-uniffi

UniFFI bindings","6e0fc7d64daea38a26c45f5e3065010e22d6a627,cf92ff19ddcb61afb73e2c7d3b9928b889512ad5",40,0,0,0,40,"11,15,8,13,2,4,7,0,0,0,4",11,64,8.0,29,Rust,3.0,6.0,10.0,node_modules
87140,googlecloudplatform_professional-services,b54c8f70b4bb895fe9da2c35d42eb879980f931e,1534251375,"Merge pull request #64 from sabhyankar/dataflow-elasticsearch-example

Add Dataflow Elastic Search example.","13924cc768d4ad9c72721147494582f608b20f08,9b630f2247e82303ddcca0c491cc1e5878dff17a",19,0,0,0,19,"4,4,32,84,65,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0",12,204,7.0,74,Python,4.0,7.0,11.739000000001397,node_modules
87143,mic92_envfs,0e8559b6d1e2e468058f7043e50294f40ff92e72,1612174287,"Merge pull request #12 from Mic92/fix-build

","8de6a9ad66be4ec33c515fa8388e648a3e901dc8,4e04e13abb7617aad7226184fb4bd448bccb45e8",409,0,0,0,409,"9,9,85,93,82,32,23,36,26,34",10,429,7.0,60,Rust,3.0,6.0,10.0,node_modules
87150,louketo_louketo-proxy,f457591da2dc65bd6d5152de216b57e5e8a9d8bc,1449955592,"- adding the initial commit
- adding the dockerfile
- added a README
- added a commented config file
- adding the godeps
- fixing up the quick hack to use the go-oidc lib without cachable
- adding the x-forwarded-for header
- updating the readme
",199ec8ebab58495001b9f042d7d2d7bb5c49bed1,231,0,0,0,231,"19,2,1,0,0,19,74,96,16,1,5",11,233,10.0,67,Go,6.0,10.0,15.0,initial
87151,mic92_envfs,430ca285247175b8e480a760f4122269044f2032,1666251358,"Merge pull request #85 from Mic92/ci

Ci","5584c9ec2200858441aefc3ec896cd27ab72aef7,11cb764734d4e2e24206a02fda29bdae61af0246",0,415,0,0,415,"10,9,1,0,0,0,0,0,0,0",3,20,-7.0,60,Rust,3.0,6.0,10.0,node_modules
87228,googlecloudplatform_professional-services,364602497898c4f858238b93539a7b7793a71bea,1570119184,"Tool to moderate the content of audio files for inappropriate content (#299)

* Upload of audio solution

* mp3 not supported in solution

* formatting

* Update README.md

* Update tools/ml-audio-content-moderation/README.md

Co-Authored-By: Jacob Ferriero <jferriero@google.com>

* Update tools/ml-audio-content-moderation/README.md

Co-Authored-By: Jacob Ferriero <jferriero@google.com>

* Update tools/ml-audio-content-moderation/README.md

Co-Authored-By: Jacob Ferriero <jferriero@google.com>

* Update tools/ml-audio-content-moderation/README.md

Co-Authored-By: Jacob Ferriero <jferriero@google.com>

* Update tools/ml-audio-content-moderation/README.md

Co-Authored-By: Jacob Ferriero <jferriero@google.com>

* Updated fstring

* Started to incorporate some changes requested from PR

* Move from tool to example

* pypi versioning of packages; some typehinting

* type hinting

* Formatting/fixing tests

* fixed bugs on deploying to gcf

* updated to use five buckets

* updates for five buckets missing full upload

* updates to UI that were requested

* Update #2 to UI code

* Two class descriptions

* Updated docs to use Cloud Shell as an option

* Updating changes for terraform

* Change exception to be NotFound

* Terraform edits and added license

* Readded compiled angular folders

* Updating README with new wording

* Fixed ordering of logs to capture errrs from JSON

* Removed blank line

* python 3 comment

* moved from tools to examples

* forgot to delete it from tool directory

* cached removed files
",9cb3a3ecdce715c75a24eb8d9d28a5b20cb9936a,43749,0,0,0,43749,"6,7,295,442,210,84,6741,7295,12467,9600,5479,2029,171,96,10,15,1,1,1,1,1,1,1,1,1",25,44956,9.0,74,Python,4.0,7.0,11.739000000001397,node_modules
87229,googlecloudplatform_professional-services,644f40ec517e0aa3c04416a729da5a3107aff70e,1571175179,"Removing Angular source files (#338)

* Upload of audio solution

* mp3 not supported in solution

* formatting

* Update README.md

* Update tools/ml-audio-content-moderation/README.md

Co-Authored-By: Jacob Ferriero <jferriero@google.com>

* Update tools/ml-audio-content-moderation/README.md

Co-Authored-By: Jacob Ferriero <jferriero@google.com>

* Update tools/ml-audio-content-moderation/README.md

Co-Authored-By: Jacob Ferriero <jferriero@google.com>

* Update tools/ml-audio-content-moderation/README.md

Co-Authored-By: Jacob Ferriero <jferriero@google.com>

* Update tools/ml-audio-content-moderation/README.md

Co-Authored-By: Jacob Ferriero <jferriero@google.com>

* Updated fstring

* Started to incorporate some changes requested from PR

* Move from tool to example

* pypi versioning of packages; some typehinting

* type hinting

* Formatting/fixing tests

* fixed bugs on deploying to gcf

* updated to use five buckets

* updates for five buckets missing full upload

* updates to UI that were requested

* Update #2 to UI code

* Two class descriptions

* Updated docs to use Cloud Shell as an option

* Updating changes for terraform

* Change exception to be NotFound

* Terraform edits and added license

* Readded compiled angular folders

* Updating README with new wording

* Fixed ordering of logs to capture errrs from JSON

* Removed blank line

* python 3 comment

* moved from tools to examples

* forgot to delete it from tool directory

* cached removed files

* deleting output directories

* deleted output files

* removing output dirs
",2dfbb2cb3aa37d699ac70ac257d642e6de7b2dc4,0,43680,0,0,43680,"6,7,295,442,210,74,26,25,9,52,54,33,0,24,6,13,0,0,0,0,0,0,0,0,0",16,1276,-9.0,74,Python,4.0,7.0,11.739000000001397,node_modules
87509,apache_servicecomb-service-center,2d1db4c11557bd0f60dfc74f0ea7894d8e6a258a,1495161788,"Merge pull request #1 from TankTian/master

Initial Commit","94f0d69c2598f33a2502b8f9c9a3311ee7251c9d,268595de83b6589fb258246d616dd21cc6ee5918",2813,0,0,0,2813,"4,24,86,86,335,839,451,255,114,246,366,7,0,1",14,2814,13.0,30,Go,6.0,10.0,15.0,node_modules
87543,remind101_empire,a3a1d24a96a6a57a63ed29a82e4b771da166aa11,1423617614,Commit godeps.,1e94d95d0ae3d7978cde04d68ee09b8d2210df72,182,0,0,0,182,"5,10,6,7,0,0,81,5,72,1,0,0,0,0,0,10,13,0",17,210,13.0,34,Go,6.0,10.0,15.0,node_modules
87549,docker_machine,c76a9ceabf50aa23438f3d2fdd08df7c3cadb429,1417721305,"Vendor dependencies with Godep

Signed-off-by: Ben Firshman <ben@firshman.co.uk>
",85eca56e928eaf63901dbdcdbef6dc4530bd5ff2,364,0,0,0,364,"13,7,7,0,0,0,86,50,157,44,1,0,0,0,0,10,13",17,388,14.0,64,Go,6.0,10.0,15.0,node_modules
87581,lifting-bits_mcsema,565dd4c8d749f734d72c2c3f0a8130f77f03618e,1407252152,"i push the button
",c29dec5a92b9e6a7aca615f65c283ed7b92122e7,43323,0,0,0,43323,"5,45,503,4861,17705,10591,6580,1942,581,436,55,22",12,43326,11.0,62,C_C++,6.0,11.0,13.0,node_modules
87584,stmicroelectronics_stm32cubef4,b5abca20c9676b04f8d2885a668a9b653ee65705,1565006739,"Release v1.24.1
",9c415eceae42fe646c1de4ea3498512f76c44822,37242,0,0,0,37242,"6,12,21,598,1260,6139,22322,4938,1093,836,0,11,7",13,37243,12.0,19,C_C++,6.0,11.0,13.0,node_modules
87663,sefaria_sefaria-project,85a8f6bd80c9edfccf9b5c8674165f288f8e8da2,1455580522,"Use Babel to comple JSX
",9571797f9a9e62d8aa1ad3c9b001ecdd8e4c4b02,44086,0,0,0,44086,"10,158,367,107,134,246,884,3196,4475,15726,12005,6324,1132,248,474,8,196,0,32",19,45722,11.0,29,JavaScript,5.0,9.0,17.0,node_modules
87667,sefaria_sefaria-project,793b5bffc77d27fdc965a50f31f632d4adb5cca4,1459323864,"Merge branch 'master' into pull_205
","c6820a32220d0ebc2f32ef3f093f1aaaea03d3e4,e63a5ea668df512df9abe1795eb88fb35c6da1a1",11,44095,0,0,44106,"11,161,365,107,54,199,647,103,0,0,0,0,0,0,0,0,0,0,0",8,1647,-11.0,29,JavaScript,5.0,9.0,17.0,node_modules
87803,strapdata_elassandra,b3337c312765e51cec7bde5883bbc0a08f56fb65,1265635806,"initial commit
",ec72ca8b7a115f9b2eea3c76c518062b99a1d015,1349,0,1,0,1350,"8,16,26,3,5,0,4,14,165,402,497,138,54,12,6,0,0",15,1350,14.0,34,Java,9.0,12.0,15.0,initial
87871,vladmihalcea_hypersistence-optimizer,404c6841ad8e0cb4c031107ed0b4356321661034,1552774818,"Add replicating test case module
",f3e686396fc7fa748f7fbd98e2a52ae2b5bebfc4,21,0,0,0,21,"3,1,0,0,1,0,0,0,6,11,0,0,1",13,23,12.0,47,Java,9.0,12.0,15.0,node_modules
