repo_id,commit_id,commit_time,message,parents,n_added,n_deleted,n_moved,n_renamed,n_struc_changes,total_files_per_level,max_file_depth,total_files,repo_id,bucket,max_file_depth_diff,95%
jetstack_kube-oidc-proxy,acc18c1ee8f565f00311eacc78128114f7525900,1551393884,"Adds vendor

Signed-off-by: JoshVanL <vleeuwenjoshua@gmail.com>
",b7376b2eb5b85f3ecdd59e5a0e8381a7290482f5,49648,0,0,0,49648,"5,0,12,318,2185,6631,9767,8419,6647,6239,4257,2449,1542,635,206,206,106,23,4",19,49651,jetstack_kube-oidc-proxy,40,18.0,12.0
line_kotlin-jdsl,2a1682dc213abf3dc9323d8301ae7d048021d5d4,1640749972,"Initailze kotlin-jdsl
",,279,0,0,0,279,"12,4,14,0,3,2,2,5,5,51,119,30,25,7,0,0,0",14,279,line_kotlin-jdsl,30,14.0,13.0
nvidia_kubevirt-gpu-device-plugin,4c65e1989416fc85f1c2e6931bc7b298197bc2f3,1565836705,"First commit
",,12080,0,0,0,12080,"6,9,7,77,359,1618,3146,2122,1041,1043,1076,831,474,80,103,79,5,4",18,12080,nvidia_kubevirt-gpu-device-plugin,33,18.0,12.0
open-policy-agent_opa-envoy-plugin,e42782c70d50b2e1aa2d474f3cc704107bb474c0,1524162937,"Merge pull request #2 from ashutosh-narkar/master

Istio-OPA Plugin","5c9a2f36ea89325fbe782366260c09d994d5cb97,71492534fba4c4d89167b11fd4cd7950325e4546",5146,0,0,0,5146,"11,19,2,96,518,1700,1600,612,273,252,38,15,5,6,0,0,0,0",14,5147,open-policy-agent_opa-envoy-plugin,50,13.0,12.0
thelia_thelia,bb720731ae6c4b38b544c868a5a2aa0fa60f877c,1349180028,"initial commit
",,838,0,0,0,838,"1,3,2,5,0,0,0,124,263,230,139,45,9,9,4,4",16,838,thelia_thelia,14,16.0,11.0
trendyol_mockingstar,ed6a916df2e4f80eeeabb939853aee36b68650ca,1700651965,"Merge pull request #1 from Trendyol/open-a-clean-page

Open a clean page","cac54adc42f21506293bdea2201cc83be5e81f3a,ca4401e7538dad2af43b3fdcbdf8883a09cb02bd",240,0,0,0,240,"3,7,31,4,77,78,33,0,0,1,3,3,0,0,1",15,241,trendyol_mockingstar,72,14.0,9.0
ambiverse-nlu_ambiverse-nlu,341dc62abf47396aa04e6d0ca7c9e071b5d5b06e,1542977288,"Initial commit.
",,1045,0,0,0,1045,"5,8,15,6,79,72,17,2,0,50,225,420,123,16,7",15,1045,ambiverse-nlu_ambiverse-nlu,61,15.0,15.0
ctripcorp_crn,496c0640e85f22706e53f19de02e18648259ff71,1554971679,"init CRN
",,18372,0,0,0,18372,"3,15,12,32,85,199,1150,1117,3979,5777,2759,2350,726,157,11",15,18372,ctripcorp_crn,38,15.0,10.0
edxposedd_wework,2afd558a23f66c1571a232c4b7b3891b92168be9,1606876801,"init
",d4a4e8ef35203954a7576f4b2d670e59aa1cf9f6,131,0,0,0,131,"9,28,2,5,1,24,0,15,32,6,0,0,0,10,0",14,132,edxposedd_wework,10,13.0,13.0
forcedotcom_aura,023181a43f7fbf77449fc12421bedb9de0ab56d1,1352201651,"Modify files for Aura name change ($A)

@bug W-1428821@

@rev dpletter@
",,2713,0,0,0,2713,"6,27,3,0,23,169,1480,265,380,228,130,2,0,0,0,0,0,0",12,2713,forcedotcom_aura,0,12.0,10.0
hetznercloud_hcloud-cloud-controller-manager,785dd83c9390352acec09d5564934727bb1e3200,1516984093,"Finish v1.0.0
",fe9cba69ef37e1c126d470bef907afdc809831f7,17049,0,0,0,17049,"8,10,0,76,908,3068,4667,3010,1702,1148,1119,801,386,44,58,45,0,0",16,17050,hetznercloud_hcloud-cloud-controller-manager,47,15.0,12.0
openjdk_jdk,3d9467a9486cab0f73713adb21b7feaade00997e,1196814525,"Added tag jdk7-b24 for changeset 06bc494ca11e
",77c86a964655e3586a404d3e0803bd8cd6dbbc01,9,0,0,0,9,"7,46,60,193,1085,4364,5574,6067,3122,1486,2209,2164,1292,357,39,0",15,28065,openjdk_jdk,41,12.0,15.0
percona_percona-server-mongodb-operator,7e0b296953c65de34244ec9183e2b874080d7367,1537279247,"INITIAL COMMIT
",,1827,0,0,0,1827,"3,6,7,41,361,782,229,278,66,12,24,18,0,0,0,0",12,1827,percona_percona-server-mongodb-operator,36,12.0,12.0
robscott_kube-capacity,d90acc835abd9af4df016db467ced374f82ef94e,1549127911,"Initial commit
",,18165,0,0,0,18165,"5,0,4,134,954,3358,4430,3219,1507,1391,1328,994,543,87,114,88,5,4",18,18165,robscott_kube-capacity,47,18.0,12.0
sefaria_sefaria-project,85a8f6bd80c9edfccf9b5c8674165f288f8e8da2,1455580522,"Use Babel to comple JSX
",9571797f9a9e62d8aa1ad3c9b001ecdd8e4c4b02,44086,0,0,0,44086,"10,158,367,107,134,246,884,3196,4475,15726,12005,6324,1132,248,474,8,196,0,32",19,45722,sefaria_sefaria-project,29,11.0,10.0
spring-cloud_stream-applications,517ccd5b40932d65d6c0c34a2fb0633182416dbc,1588629065,"Initial Commit

Migrating the existing structure from the following location:
https://github.com/spring-cloud-stream-app-starters/stream-applications/tree/restructuring
",,383,0,0,0,383,"5,4,15,65,11,0,24,48,38,0,0,14,78,45,35,1",16,383,spring-cloud_stream-applications,1,16.0,15.0
tywo45_t-io,ac19cea02fb69d97491f6d5149962d522ace45ff,1492301145,"从码云迁移过来
",a00eec6dddc011dd02c63d7a35a0ecbbcc0cb381,908,0,0,0,908,"2,28,45,199,133,36,52,32,53,35,10,0,74,194,16",15,909,tywo45_t-io,49,14.0,15.0
xonotic_xonotic,e5832bf2ecac60a672a29c85cd8dec341a215e1c,1268918535,"initial checkin from nexuiz svn r8756
",,581,0,0,0,581,"5,23,64,122,40,144,46,7,25,24,48,10,16,5,0,2",16,581,xonotic_xonotic,72,16.0,15.0
aledbf_kube-keepalived-vip,cab5b8a21e1485a70cfcab2c5c0d7f98e7f1c347,1451180639,"Add godep
",6f5598737a828e24c3bbaf3fd30a518e3765086e,1615,0,0,0,1615,"8,2,1,0,0,19,277,530,454,164,54,21,93,0,0,0",13,1623,aledbf_kube-keepalived-vip,11,12.0,12.0
distribution_distribution,d64e70b0e1f6fad581d7b1898ade02332190170b,1421266405,"Merge pull request #59 from stevvooe/use-godep-for-dependencies

Use Godep to vendor distribution dependencies","6b18639eac1b952b444a454f628e693eab135555,01bc08351db58747049844c6f1cb5e3c3c2f7b1e",343,0,0,0,343,"9,63,48,0,0,39,179,61,28,0,10,0,0,0,0,10,13",17,460,distribution_distribution,36,14.0,12.0
geotools_geotools,84d6dc79f544430bdb6bdec7fa3a7fb89bb65229,1296054564,"GEOT-3397, changing XSD.qName to avoid reflection

git-svn-id: http://svn.osgeo.org/geotools/trunk@36490 e5c1c795-43da-0310-a71f-fac65c449510
",,10851,0,0,0,10851,"3,19,43,267,167,105,218,441,750,1301,2949,3468,980,130,7,3,0,0",16,10851,geotools_geotools,10,16.0,15.0
kubernetes-retired_bootkube,3485d8cb8493e7abc8b9a9ff2836d91c1484d6ff,1458237746,"Merge pull request #1 from aaronlevy/initial-bootkube

Initial bootkube","957ed5714284b3b3c0b0b2ab6540ee5b948f4a14,34141a409a7686c24b1d36416067cae422f22059",8033,0,0,0,8033,"3,1,2,52,814,2191,2656,1043,625,424,217,6,0,0,0,0",12,8034,kubernetes-retired_bootkube,63,11.0,12.0
kythe_kythe,997ec1cc9d04bbedfb3ca6e9bdea5d911a2b9d12,1422310208,"Initial release
",d3b7a5085025285b2c6dc63b648a821edbc7b3c8,3937,0,0,0,3937,"13,31,165,595,323,982,372,548,333,243,183,84,14,35,13,3",16,3937,kythe_kythe,5,16.0,12.0
nirmata_kube-static-egress-ip,be448036c797e27ae3422bc4c39419e360d00d81,1543641941,"WIP: add egress IP CRD and CRD controller (#5)

* vendor code generator, scripts to generate clientset, informer, deepcopy
functions etc

* generated code

* controller

* controller code to handle staticegressip crd

* fix Dockerfile Makefile

* cleanup code

* type definition change
",79303ab922b31049aa1320ada81ffe3b4f1a5e7b,6563,0,0,0,6563,"7,9,4,118,580,2139,1837,962,596,126,78,75,0,2,5,3,10,14",18,6565,nirmata_kube-static-egress-ip,39,17.0,12.0
openebs_maya,a5de9f54297be1c5dc0f421e140d149a418bcbf8,1493204468,"Adding vendor directory for dependency management
",8d98c72c79d9cab6190e480c2ab81f4f67e0374d,14117,0,0,0,14117,"13,60,1,20,468,2352,2118,1430,3875,2809,751,205,70,5,12,0,0,2",18,14191,openebs_maya,44,15.0,12.0
trinodb_trino,9956543e429419a268cfe20a47af7f7c47fa2398,1646742785,"Add Delta Lake connector

This connecter was originally written for the Starburst Enterprise
platform.

Co-authored by various engineers at Starburst Data:

Co-authored-by: Alex Jo <alex.jo@starburstdata.com>
Co-authored-by: Piotr Findeisen <piotr.findeisen@gmail.com>
Co-authored-by: Łukasz Osipiuk <lukasz@osipiuk.net>
Co-authored-by: Alex Albu <alex.albu@starburstdata.com>
Co-authored-by: Mateusz Gajewski <mateusz.gajewski@gmail.com>
Co-authored-by: Raunaq Morarka <raunaqmorarka@gmail.com>
Co-authored-by: Ashhar Hasan <ashhar.hasan@starburstdata.com>
Co-authored-by: Michał Ślizak <michal.slizak+github@gmail.com>
Co-authored-by: Justin-Kwan <justin.kwan@starburstdata.com>
Co-authored-by: Grzegorz Kokosiński <grzegorz@starburstdata.com>
Co-authored-by: Arkadiusz Czajkowski <arek@starburstdata.com>
Co-authored-by: Konrad Dziedzic <konraddziedzic@gmail.com>
Co-authored-by: Jacob I. Komissar <jacob.komissar@starburstdata.com>
Co-authored-by: Krzysztof Sobolewski <krzysztof.sobolewski@starburstdata.com>
Co-authored-by: Marius Grama <findinpath@gmail.com>
Co-authored-by: Irek Matysiewicz <ireneusz.matysiewicz@starburstdata.com>
Co-authored-by: Krzysztof Skrzypczynski <krzysztof.skrzypczynski@starburstdata.com>
Co-authored-by: Jan Was <jan.was@starburstdata.com>
Co-authored-by: Yuya Ebihara <yuya.ebihara@starburstdata.com>
Co-authored-by: praveenkrishna <praveenkrishna@tutanota.com>
Co-authored-by: Karol Sobczak <napewnotrafi@gmail.com>
Co-authored-by: David Phillips <david@acz.org>
Co-authored-by: Sasha Sheikin <myminitrue@gmail.com>
Co-authored-by: Charles Morgan <cjmorgan2000@gmail.com>
Co-authored-by: Martin Traverso <mtraverso@gmail.com>
Co-authored-by: Jason van Zyl <jason@vanzyl.ca>
Co-authored-by: Szymon Homa <szymon.homa@starburstdata.com>
Co-authored-by: Dain Sundstrom <dain@iq80.com>
",eb377853b32e286f7c30116d4886a365de087e67,1093,0,0,0,1093,"7,14,115,33,69,629,92,240,3181,4030,1794,853,147,47,142,0,0,0,60,0,0,0,0,0,0,0,3",27,11456,trinodb_trino,9,13.0,15.0
trueangle_blackbox,4d5b4411258f9d644e98ad88d1a61d8d199dde09,1695390424,"Project init
",,112,0,0,0,112,"6,5,2,9,0,1,0,18,0,9,0,0,4,13,6,33,6",17,112,trueangle_blackbox,52,17.0,13.0
webanno_webanno,b0c54a942e346cad72453fe9184a5517ac0a5e9c,1363095480,Initial code drop.,,271,0,0,0,271,"1,10,11,0,11,28,18,15,0,0,27,60,75,7,8",15,271,webanno_webanno,38,15.0,15.0
webx_citrus,cda8aa6960f22dc85028d4570cd8d8506d8ff492,1292218238,,f48c19701ff472c29f30cc180c94f35998c4ca65,2329,0,0,0,2329,"2,0,34,6,0,112,179,93,56,305,666,576,257,31,12",15,2329,webx_citrus,31,15.0,15.0
centaurusinfra_arktos,75e947641eb1710c25213c1e7c66038833bb5b5b,1560896510,"update README
",,19141,0,0,0,19141,"34,190,639,2702,4610,3372,3846,1638,1067,718,127,107,82,5,4",15,19141,centaurusinfra_arktos,46,15.0,12.0
dotmesh-io_dotmesh,fad3a06bd3a834f30b605aaafd60c5344e2c5f18,1518713758,"Initial commit.
",,2614,0,0,0,2614,"17,30,24,11,49,6,294,327,480,427,240,409,36,177,83,3,1,0",17,2614,dotmesh-io_dotmesh,68,17.0,12.0
dwyl_learn-travis,f0c0d81e0bd5669a5cc456dfb0de6a75e64ef542,1382177839,"adds simple node.js hello world, basic grunt file and .travis.yml config
",ed98ad03275ec41745a221b54769e556d7120c7a,1487,0,0,0,1487,"7,7,6,36,137,115,202,243,247,136,74,83,36,30,19,32,2,0,80",19,1492,dwyl_learn-travis,37,17.0,10.0
google-ar_arcore-android-sdk,6fb994e98b497232880005231c93be23a7c5acac,1503955572,"arcore dev preview release.
",,48,0,0,0,48,"3,3,7,3,3,1,5,13,0,0,0,0,0,3,7,0",15,48,google-ar_arcore-android-sdk,40,15.0,12.0
huaweicloud_sermant,d3148ac2e5d9498ac4786f21fd5f3523c244f358,1632292749,"框架代码初次合入
",e93409da2ad21b62254607f0c8521f21643b9cb7,475,0,0,0,475,"3,11,1,1,5,5,4,4,31,218,95,27,27,31,8,6,0,0",16,477,huaweicloud_sermant,7,15.0,15.0
kubernetes-sigs_kubebuilder,0d2a3bd57a310f5e13f71263f9da21e92c7a0c7e,1521073854,"Fork [apiserver-builder](https://github.com/kubernetes-incubator/apiserver-builder) as kubebuilder
",3622ad220671b4a3514cea37db8aad7c8d3cca8e,13133,0,0,0,13133,"11,11,49,183,1164,2870,3434,2584,1721,713,280,84,20,8,3,0,0,0,0",15,13135,kubernetes-sigs_kubebuilder,8,14.0,12.0
openjdk_valhalla,3d9467a9486cab0f73713adb21b7feaade00997e,1196814525,"Added tag jdk7-b24 for changeset 06bc494ca11e
",77c86a964655e3586a404d3e0803bd8cd6dbbc01,9,0,0,0,9,"7,46,60,193,1085,4364,5574,6067,3122,1486,2209,2164,1292,357,39,0",15,28065,openjdk_valhalla,39,12.0,15.0
openshift_origin,1cc54365737a2804a489be6ddcb11d5b88567280,1407472357,"bump(github.com/GoogleCloudPlatform/kubernetes): 14c379d27b8fbcc39e6945d7d91ee2d13c104a7e
",2c49e07910293e6452f877f5d7574bddd31a98df,995,0,0,0,995,"3,7,8,3,0,11,61,224,56,32,129,162,257,61,2,0,0,0,0,0,0,0,0,0,0",15,1016,openshift_origin,71,14.0,12.0
openshift_origin,6182afc5a3385361bc491829e7aa5c0daed2763e,1407472358,"bump(github.com/spf13/pflag): 463bdc838f2b35e9307e91d480878bda5fff7232
",08948e68db8ab1339df10e6c82db7dc0e2b47e10,22,0,0,0,22,"3,7,8,3,0,40,61,224,56,32,129,162,257,61,2,0,0,0,0,0,0,0,0,0,0",15,1045,openshift_origin,71,11.0,12.0
slowlyo_owl-admin,bcae24c7150d782f9fe09d1535ed46a082221a7a,1661009932,"first commit
",,482,0,0,0,482,"1,6,107,103,32,15,13,16,20,110,55,1,2,1,0",14,482,slowlyo_owl-admin,33,14.0,11.0
tastsong_crazycar,515661036036e0ed4d03da00f2a83fa5f2c7b701,1672818531,"文件重命名
",ca5cb675ad4c50a2863a4768d90f5d228110ad60,6088,0,0,0,6088,"7,66,98,281,1217,2213,1438,467,243,32,26,0,0,0,0,0,0",11,6088,tastsong_crazycar,24,11.0,10.0
ververica_stateful-functions,596b07e444c4fc23833c06f72e5a8ba13d77b669,1570299645,"Migrate the internal repository

This commit squashes individual commits from the internal repository

Co-authored-by: Tzu-Li (Gordon) Tai <tzulitai@apache.org>
Co-authored-by: Seth Wiesman <sjwiesman@gmail.com>
Co-authored-by: Konstantin Knauf <knauf.konstantin@gmail.com>
Co-authored-by: morsapaes <marta.paes.moreira@gmail.com>
",,441,0,0,0,441,"4,12,28,29,14,6,2,7,19,38,54,159,45,16,8",15,441,ververica_stateful-functions,17,15.0,15.0
google_binnavi,4565cbc7884d30ac0ca9ce379912bbd82b78f254,1439990694,"Initial commit of the BinNavi source code, refactored to be ready for the open source release.
",,5899,0,0,0,5899,"5,0,0,0,0,0,0,1,29,604,3096,1116,762,143,77,60,6",17,5899,google_binnavi,55,17.0,15.0
klzgrad_naiveproxy,22eb0e222bfc5a8be224621a015052a2391d3f5c,1708106450,"net: Add Android stubs
",d90e32c2adcf8d4400e42ecc5f449fe60ab6d5b0,3,0,0,0,3,"1,7,428,3630,1980,2168,2965,1498,2783,3710,4477,1173,2,2,1",15,24825,klzgrad_naiveproxy,60,15.0,12.0
mpc-hc_mpc-hc,0868305e78da2b0742c2ce349efa041d5622ae21,1151185063,"git-svn-id: https://mpc-hc.svn.sourceforge.net/svnroot/mpc-hc/trunk@14 10f7b99b-c216-0410-bff0-8a66a9350fd8
",43c8656956a0460fc4551e3ea7a39b9f3094a3e3,1781,0,0,0,1781,"0,7,490,332,508,141,209,155,18,61,1,154,21,18,22,5",16,2142,mpc-hc_mpc-hc,49,13.0,12.0
opendaylight_controller,42210c03b0a4c54706320ba9f55794c0abd4d201,1363952762,"Initial opendaylight infrastructure commit!!

Change-Id: I2f6610f89c8c32dc6dab4e6982ce06a9b038a85a
Signed-off-by: Giovanni Meo <gmeo@cisco.com>
",7576b38152b393793b1c9ec3df0ff86685f95236,752,0,0,0,752,"3,0,7,23,5,28,3,8,86,53,1,254,47,43,127,50,6,8,0,0,0,0,0,0,0,0",18,752,opendaylight_controller,48,18.0,15.0
scottcgi_mojoc,6a8c4388ecaadce1c433fc3cc3f669f9534e1693,1488631068,"Init commit
",4fdc362dcd53ec8dbb967e61609219a32d30ef46,270,0,0,0,270,"2,0,31,86,20,16,4,0,0,0,0,0,0,28,76,8",16,271,scottcgi_mojoc,26,15.0,12.0
spring-cloud_spring-cloud-contract,bd3c38d097fdc1274e44029c298f35055a4e5c4c,1467975060,"Initial commit of Spring Cloud Contract Verifier
",4ac2b0ddae6bc1595097ca2a63717247fce6eb9d,586,0,0,0,586,"3,0,20,7,17,12,20,32,13,36,18,39,89,95,46,53,18,36,33,2,0,0,0",20,589,spring-cloud_spring-cloud-contract,10,19.0,15.0
tinkoff_camunda-delegator-lib,dce1c7540659fe44bb6fa935a58526161ebc5f61,1630044025,"init camunda delegator libs
",,156,0,0,0,156,"10,7,6,0,2,5,1,0,0,0,35,34,46,5,3,2",16,156,tinkoff_camunda-delegator-lib,59,16.0,13.0
topiam_eiam,20f442c776ff20c81180b78b86faa3347fe30fd2,1670776887,":tada: 重磅发布
",,1479,0,0,0,1479,"8,20,34,0,4,106,54,9,12,313,462,385,50,11,0,11",16,1479,topiam_eiam,0,16.0,15.0
corona-warn-app_cwa-app-android,4804888ad0d3ee4c4abfb85294bab3006b75c250,1590822297,"init: cwa-app-android 2020-05-30
",,752,0,0,0,752,"16,8,11,2,9,171,0,4,75,61,17,0,2,0,0",13,376,corona-warn-app_cwa-app-android,34,13.0,13.0
napalm-automation_napalm,0b05c2a079225c618f3b2f3a29c1e2d5e481289a,1509297428,"first beta release
",3407edb94cf06fa6b63d1a0d5ea104a9a00b6610,181,2,0,0,183,"7,14,51,137,130,581,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",57,1074,napalm-automation_napalm,57,50.0,9.0
schildichat_schildichat-android-next,cf3f1e8f5d3c08e0451516a3337c0a8dfe7a8396,1689777808,"Merge branch 'release/0.1.0' into main
","ce73999b325685801fc9ad97d8899be06157ba4e,629462c6705776b3f7105abfe9400e2c6c0536a6",2615,0,0,0,2615,"16,29,85,119,14,51,895,137,14,37,52,109,358,466,141,95,0",16,2618,schildichat_schildichat-android-next,34,15.0,13.0
thalium_icebox,9180f8696a61e35c81dd82690531283160b18216,1558640112,"third_party: add virtualbox 5.2.0
",1e516a405a101e1f707eb9b94ce2d83c472378e6,30142,0,0,0,30142,"5,2,41,67,423,1143,2401,4716,9427,2627,4256,2884,458,1720,27",15,30197,thalium_icebox,40,11.0,12.0
alibaba_sreworks,3a195e4bdb4e09161827afa6cda3bc27b6872b21,1647883165,"init
",37364491feea7ff70f025cb6b62b382ea8217506,7899,0,0,0,7899,"4,7,189,205,549,410,857,573,507,349,454,506,1224,937,660,371,77,21",18,7900,alibaba_sreworks,42,17.0,15.0
apache_causeway,3dc04c00b6c0b6f5163d1e8331f86901634808e6,1309208392,"moving trunk to trunk/framework

git-svn-id: https://svn.apache.org/repos/asf/incubator/isis/trunk@1140319 13f79535-47bb-0310-9956-ffa450edef68
",2a60a03499171c49f163ad665b4bba11e1ccf459,6019,0,0,0,6019,"0,15,20,61,150,268,264,435,404,511,175,134,761,592,875,697,447,195,15,0,0,0",19,6019,apache_causeway,45,19.0,15.0
asgardcms_platform,bc87d3ee6d15bda78824b7c839765a1839bd6d8e,1412969164,"first commit
",,11742,0,0,0,11742,"11,25,147,131,1073,1181,1770,1754,1838,1262,1694,221,521,74,31,8,1",17,11742,asgardcms_platform,48,17.0,11.0
aws_amazon-ecs-agent,f19c2b61aef08bad30684e4d3126cda75aec97b2,1418346773,"Initial commit
",,543,0,0,0,543,"4,3,57,8,17,1,150,93,57,111,9,10,0,0,0,0,10,13",18,543,aws_amazon-ecs-agent,0,18.0,12.0
gangjust_freedomplus,1944e6303670505ef12f4c7a4b2297d6579cd3c1,1678283476,"create

适配24.4.0、24.5.0
",,134,0,0,0,134,"6,13,4,3,2,39,1,18,15,21,2,7,3,0,0",13,134,gangjust_freedomplus,60,13.0,13.0
kklisura_chrome-devtools-java-client,846a423bb3ff27de02d07078f19ca87f4d3b78b2,1515451875,"Initial commit
",,41,0,0,0,41,"2,0,0,2,0,0,0,0,0,0,1,3,6,5,7,10,1,4",18,41,kklisura_chrome-devtools-java-client,38,18.0,15.0
kubernetes-csi_csi-driver-smb,2d813c476da848b840b8adbc31fd6fed7deb9330,1543826233,"initial version
",f141e4653b123daa13afbb7b48648291e2ccfff9,18249,0,0,0,18249,"8,1,17,175,882,3015,4758,3204,1639,1365,1371,997,529,88,109,84,5,4",18,18251,kubernetes-csi_csi-driver-smb,18,17.0,12.0
kubernetes-sigs_hierarchical-namespaces,9165a3aad48e0096674aede6a617c8d3201d3c20,1552590270,"Merge pull request #2 from kubernetes-sigs/crd-skeleton

add tenant-controller code skeleton","c15cd0f4d4825d87d25188aa04c4e40b4d04ea48,9a8a99e8b99cd004cf2510f08249218bb978df1d",82,0,0,0,82,"9,1,6,3,1,2,4,4,9,2,4,3,0,0,0,0,0,0,0,0",12,48,kubernetes-sigs_hierarchical-namespaces,41,11.0,12.0
mercyblitz_thinking-in-spring-boot-samples,0b73146537a39a6ccc257b018ee32ef197949843,1542895033,"Polish the samples of code & production-ready chapters
",d954a9923d72bc2697f775d74816f5eaa1e56216,300,0,0,0,300,"4,5,25,0,0,11,51,19,0,2,4,7,66,85,21,3",16,303,mercyblitz_thinking-in-spring-boot-samples,48,15.0,15.0
microsoft_team-explorer-everywhere,367c1cd310239fc4c86786ec71d6281c152968cb,1457121723,"Initial source commit
",3751d9cd1ea573af7d37efcec5292cf36d8def98,7759,0,0,0,7759,"3,16,266,431,284,335,0,408,1806,1044,1271,1381,448,62,5",15,7760,microsoft_team-explorer-everywhere,69,14.0,15.0
nationalsecurityagency_datawave,2f028f3f3f69e423506c1b8873183fdecac09f5e,1517499580,"Initial commit
",,2723,0,0,0,2723,"6,18,60,53,11,128,121,267,805,880,324,43,5,1,1",15,2723,nationalsecurityagency_datawave,5,15.0,15.0
openshift_oc,7775a17b574a60902dbf3302436864b5c0878daa,1563365035,"Merge pull request #3 from deads2k/init

Init","5eae85cf180026adc89ac596621fde81e75df733,1911f35dc5beae22ec8fd8115695b91dc13a79cf",35595,0,0,0,35595,"6,2,16,711,2718,6421,10477,6250,3787,1966,1611,1287,600,105,118,90,15,18",18,36198,openshift_oc,61,11.0,12.0
packtpublishing_network-automation-with-go,cc9d36e5433cdfc88559363f310179c05673a62a,1632229483,"Add book's test environment setup instructions
",3180dc74c5e562014fa0292fb0171be81082968c,2054,0,0,0,2054,"2,0,7,7,4,40,21,248,343,40,201,481,34,621,7",15,2056,packtpublishing_network-automation-with-go,34,14.0,12.0
thinkgem_jeesite4,698e1622254576ec48b9bf016b40372d6405af40,1514784404,"init commit.
",d468c39959b38ca3a7a54721cc52e8640bf1e081,1767,0,0,0,1767,"4,5,34,11,8,10,63,64,235,52,746,188,349,0,0",13,1769,thinkgem_jeesite4,44,12.0,10.0
wikia_app,cf58c10fdc79fc97253e80fc970dbea2b670d243,1219743820,"Starting trunk/ based on a MW 1.13 version

Trunk should be always ""ready to run"". Every change commited here will be pushed live next Tuesday.


git-svn-id: svn+ssh://svn.wikia-code.com/svn/wikia/trunk@1210 e846bd91-c042-42a7-a218-4b65e2c1904d
",,9444,0,0,0,9444,"29,387,2548,2915,1525,640,557,438,191,53,107,54,0,0,0,0,0",12,9444,wikia_app,26,12.0,11.0
cferdinandi_gumshoe,81aee5849fcb6f03858c2a024ad0d7d558d3876c,1416845109,"Initial commit
",,13621,0,0,0,13621,"3,2,171,88,642,830,2357,1542,2979,975,1985,484,1125,157,232,16,33",17,13621,cferdinandi_gumshoe,63,17.0,10.0
docker_machine,c76a9ceabf50aa23438f3d2fdd08df7c3cadb429,1417721305,"Vendor dependencies with Godep

Signed-off-by: Ben Firshman <ben@firshman.co.uk>
",85eca56e928eaf63901dbdcdbef6dc4530bd5ff2,364,0,0,0,364,"13,7,7,0,0,0,86,50,157,44,1,0,0,0,0,10,13",17,388,docker_machine,64,14.0,12.0
dtstack_taier,f407ac3bca556bc3ff6a64a6c8bfd51e80b23d4e,1638968246,"[feat_master][engine-all]init project
",,3020,0,0,0,3020,"6,33,41,124,118,189,326,315,464,320,254,542,188,83,17,0",15,3020,dtstack_taier,57,15.0,15.0
foundationdb_fdb-kubernetes-operator,3de7d48aaa59b5701febae533a67f51a8df91d0e,1549251141,"Initial commit.
",,7544,0,0,0,7544,"6,1,14,234,915,2465,1809,1038,630,204,100,86,5,5,5,3,10,14",18,7544,foundationdb_fdb-kubernetes-operator,24,18.0,12.0
immersive-web_webvr-polyfill,b47c4ce3b9f1b50f590d03e2af1afe19f0132093,1445560889,"Merge branch 'gh-pages'
","0c7c1625b33c1502625b3f3873e03d9259a5d6f9,818aea86987fce744581e18480093220af556722",185,0,0,1,186,"5,25,10,19,15,25,0,5,16,11,7,32,5,17,3,8",16,203,immersive-web_webvr-polyfill,75,13.0,10.0
isindir_sops-secrets-operator,2dd73e1e97c5b90b2a697a0fbd59a74e8b57811d,1558124790,"INITIAL COMMIT
",,8923,0,0,0,8923,"3,6,8,157,825,2450,1636,1289,1651,452,295,127,16,3,2,3",16,8923,isindir_sops-secrets-operator,55,16.0,12.0
pablokbs_peladonerd,f174bd5aeb477f55bdb5e6aaca140a88a0e00901,1563941937,"Agregando Docker Ninja 5
",b612b7c20a7eff39066172eb3d0fe5278ded975a,27,0,0,0,27,"2,2,202,41,6,0,1,0,0,0,3,2,2,0,1",15,262,pablokbs_peladonerd,31,11.0,10.0
thebaselab_codeapp,24f02d6a7ce3a779a72617739ba3a424bc65caf4,1626539819,"Initial Commit
",,17905,0,0,0,17905,"10,13,102,725,2624,2463,4296,3959,1759,764,654,417,78,39,2,0",15,17905,thebaselab_codeapp,10,15.0,9.0
webauthn4j_webauthn4j,fb874add573eb019252346b2866bf43df5f06fab,1520672107,"Initial commit
",,411,0,0,0,411,"8,9,3,4,5,18,38,20,2,12,64,53,107,32,36",15,411,webauthn4j_webauthn4j,2,15.0,15.0
alchemy-fr_phraseanet,339d23c06da08b98604151a2dc796f9c3320859f,1297868988,"initial import
",399a584b6fd8134505e1d846cd34296600637b5e,5538,0,0,0,5538,"2,28,333,1304,695,944,1227,431,272,193,52,58,0,0,0,0,0",12,5539,alchemy-fr_phraseanet,14,11.0,11.0
alibaba_havenask,a1385a4664ea2b04b540e184e4d115833d8b2ecd,1686626326,"init project
",,10755,0,0,0,10755,"8,33,431,474,1887,3193,2717,1172,515,200,97,27,1,0,0,0,0,0,0",13,10755,alibaba_havenask,45,13.0,12.0
