,repo_id,commit_id,commit_time,message,parents,n_added,n_deleted,n_moved,n_renamed,n_struc_changes,total_files_per_level,max_file_depth,total_files,max_file_depth_diff,bucket,proj_max_file_depth,lang
30658,digitaler-impfnachweis_covpass-ios,c29b56062374abc196294b7613f5de845a9b907d,1624469171,"Merge pull request #104 from eGA/enhancement/restructure-project

Restructured Project
","0d4d67c62cc2bfd52d704071f4e8b4062cdd157b,b7023162f5e24625635f33c18386989629d38c9e",1,19,467,0,487,"4,2,9,22,21,166,115,27,89,23",10,478,1.0,61,9,Swift
38680,apple_swift,43bb5e41212b13de0d3915748f6ffd792e725df5,1560792551,"swift_build_sdk_interfaces.py: builds compiled modules from an SDK (#25432)

...by crawling it and looking for module interfaces. This is the tool
Apple is using for the ""prebuilt-modules"" directory in the toolchain
in Xcode.app, which avoids even a first-use cost for importing modules
from Apple SDKs as long as the SDKs haven't changed. We've been
landing changes to support this model on the compiler side, so the
tool to generate the ""prebuilt"" compiled modules belongs in the
compiler repo too. (In theory this could be used with open-source
toolchains as well, or for alternate SDKs.)",3b5e87283f507c6fb7a373809e93af18bd59c417,40,0,0,0,40,"12,181,11139,3396,1248,716,116,57,14,38,3,4,5,2,1",15,16932,5.0,61,14,C_C++
44170,killianlucas_open-interpreter,2dc27a2c69640e40c5f3e185a9679f1e8f9fcc99,1689318821,"Setup replit, created interpreter folder
",31d4ffb827333f05cbfe59ee112c91e74ef9de14,9879,0,0,0,9879,"5,4,25,0,8,1303,1965,2239,1613,1219,929,449,81,39,2",15,9881,14.0,61,14,Python
44384,extism_extism,f34fa8bed240167557b6174ae4a641cd7a5c278d,1671468940,"feat(java-sdk): Create Java Host SDK (#122)

Closes #117

Signed-off-by: Thomas Darimont <thomas.darimont@googlemail.com>
Co-authored-by: Thomas Darimont <thomas.darimont@googlemail.com>",dd0c5757da43b6d12e8e51fcad9f8f0409280b2b,22,0,0,0,22,"14,74,79,22,3,0,0,9,9",9,210,4.0,61,8,Rust
44705,librelingo_librelingo,959145e0ca7b15422576a4115bc325e737859761,1621670551,"Add lesson introductions (#1305)

* feat(json-export): export markdown introduction files

commit fb7400953612fb78bdd98bee7f4334f4c83c0a6f
Merge: 27f3e073 07113524
Author: Dániel Kántor <git@daniel-kantor.com>
Date:   Sun May 16 22:20:15 2021 +0200

    Merge branch 'main' into add-explanation-markdown-to-yaml

    apps/librelingo_yaml_loader/librelingo_yaml_loader/yaml_loader.py

commit 27f3e07374a8a8d8974f743756825a381f324a40
Author: Dániel Kántor <git@daniel-kantor.com>
Date:   Sun May 16 22:09:30 2021 +0200

    feat(json-export): export markdown introduction files

commit 0f76a4a222f3114dc6bebfc32edfe7ee59c93ff9
Author: Dániel Kántor <git@daniel-kantor.com>
Date:   Sun May 16 21:13:57 2021 +0200

    style(json-export): fix whitespace issue

commit 0af7dcb68eb967cdb4df10a06d7205bbf0ea1fb0
Author: Dániel Kántor <git@daniel-kantor.com>
Date:   Sun May 16 19:29:05 2021 +0200

    feat(yaml_loader): load introduction documents from markdown files

commit fdc10796953776ae6b072648852be465c43aeed4
Author: Dániel Kántor <git@daniel-kantor.com>
Date:   Sun May 16 17:08:13 2021 +0200

    chore: remove unused file

commit 1070235be410504be1a324d319fae93a7e0b176b
Author: Dániel Kántor <git@daniel-kantor.com>
Date:   Fri May 14 09:29:55 2021 +0200

    feat(types): support 'introduction'

    chore(json-export): update dependencies

* feat: add an example of an introduction text to the Spanish course

* refactor(web): refactor the directory structure for skill routes

* style: fix code style issues project-wide

* feat(web): add introduction page

* docs: document the usage of introduction documents",47395677c1921545815b0408709c887c72fec30b,7,0,3,0,10,"16,23,78,59,1331,56,53,3,3,1",10,1623,1.0,61,9,Python
44828,kubernetes-sigs_application,89d5efc44c4af85aefa62114349d7d881b7ab29e,1531253186,"Merge pull request #52 from kow3ns/v1beta1

V1beta1","fdd9251997d4c86cf4d994bdf48bd6fd9d97e0a0,51c1b68e024fd1ddad509060d80e52935cfb19a2",17904,2386,108,3,20401,"11,8,10,133,1157,3449,4583,3043,2969,2140,2954,1699,632,106,123,87,9,7",18,23120,4.0,61,17,Go
45143,ddnet_ddnet,ef097cd77c36c1d5932fa37f49a26d5ed81aecd3,1289594398,"added MySQL support for Mac OS X 10.5 min 32bit and 64bit as team with GreYFoX
",797597e3785d0a831ef6c6454d4284ecad03214a,7532,2,0,0,7534,"7,48,273,199,225,210,1722,2883,1279,1241,240,51,10",13,8388,6.0,61,12,C_C++
46000,mongodb_docs-realm,9318f638ff37fe93372e29635eeccf45cf7d3055,1611091684,"Tutorialsourcework (#697)

* dotnet tutorial source files",71b48124c8294cce8321da746be7a5b4ec25e30e,3122,0,0,0,3122,"7,43,716,455,228,653,340,407,705,532,1001,145,138,53,7",15,5430,2.0,61,14,Kotlin
46904,elsa-workflows_elsa-studio,99f50e28e6c7ab2e201c0184e82049c86fed1715,1690407825,"Incremental work on custom elements

",dd9b92ebc197a536f953b03680da65d21c88eef8,1112,1,56,1,1170,"12,4,1,100,224,72,40,824,35,38,18,16,3,35,175,30,0,1",18,1628,6.0,61,17,C#
47155,google_data-transfer-project,93d4b854466ece8123a5bb944448244b8cfb949b,1522171483,"Add in Azure Vault for secrets (#296)

* Add in Azure Vault for secrets

* updates per PR comments

* updates per PR comments
",b3776da0e2caa2e8a8b4b7247d0a4e1184811e56,3,0,0,0,3,"13,32,31,48,33,8,7,43,130,118,51,54,15,0,0,0,0,0,0,0,0,0,1",23,584,10.0,61,22,Java
47393,linuxserver_heimdall,c3b571724b613bba41f4d50bb3e67b1fe630888a,1517515272,"Add vendor and .env to make usable
",0b6fc89e10a3e576faecfe8753fd3ea47f607dcf,6391,0,0,0,6391,"14,28,77,557,833,1681,1329,1542,433,59,5,3,2",13,6563,8.0,61,12,PHP
47814,ongres_stackgres,2993052910a4341139f367b016bea500ddcfbe15,1624356857,"Merge branch 'cluster-upgrade' into 'development'

Cluster upgrade

Closes #766

See merge request ongresinc/stackgres!482","b23580db6c5886eab45f32d546e78ef61bd2a436,f981359645e7395544cd96fb6577288b99788772",373,46,32,1,452,"6,10,20,170,65,258,138,219,13,60,509,549,35,87,37,7",16,2183,3.0,61,15,Java
48124,wordpress_wordpress-playground,a7601f0bd084ccf073b5509fbf4003f2c920ff5a,1678463921,"Migrate to Yarn workspaces (#146)

This PR splits the repository into five node packages that are also yarn workspaces:

- php-cli
- php-wasm
- typescript-reference-doc-generator
- wordpress-playground
- wordpress-plugin-ide

This effectively undoes [Use folders instead of separate npm packages](https://github.com/WordPress/wordpress-playground/pull/70), so you may ask ""why bother?""

With this PR:

* The build process is straightforward. There's no `gulp` and there's no mountain of custom logic in `esbuild.js`. Files are moved around the repo using a simple `copy` plugin or an `import` statement. There's no custom cache busting logic – it's handled by the build tools instead
* `php-wasm` is now reusable and can be published in npm. This means it can be easily reused outside of WordPress Playground.
* Each package has its own build process that caters to its specific needs. For example, `php-cli` outputs a node.js script. Web workers can now be bundled as `iife` (which is the only way to use them in firefox) while other assets are es modules.
* There are less tasks in general. For example, TypeScript types are handled by rollup in a few packages.

At the same time, none of the [original downsides of using packages ](https://github.com/WordPress/wordpress-playground/pull/70) are present:

* There's no global build pipeline. Every package outputs a complete build artifact that can be directly imported in case of libs, or used in the browser in case of the Playground website.
* Yarn workspaces ensure the tasks are executed in the correct order
* tsconfig.json and package.json can mostly be copied, there's no `api-documenter.json` at all.
","06c8ec794997cd8cc68a0c962eb309a75655ab12,fd7e6ced3f41755edf4a1ad80de75c0f75068310",6197,3687,1941,0,11825,"16,14,140,38,106,29,61,1781,3326,1215,793,478,242",13,8239,3.0,61,12,JavaScript
48128,wordpress_wordpress-playground,dfae2c1beaac1fa2f8f58bde07fbdb5dbe4d005c,1679007659,"Restore WP static files
",d67698802afb674025f5551909bd02e326733f8e,6501,0,0,0,6501,"21,14,443,106,78,107,61,1782,2440,751,793,478,242",13,7316,3.0,61,12,JavaScript
48429,ershany_arcane-engine,2d6cd94c48cffe920d28207e871a87a9719f1e68,1673418715,"Added some setup scripts and python scripts for fetching dependenices like premake and updating python
",508cc536830f72e49444b3fc6d69ab92b849a568,42,0,0,0,42,"6,13,9,54,322,406,166,552,901,913,1699,346,180,585,1,0,8",17,6161,6.0,61,16,C_C++
48595,microsoft_kiota,4c377f164c9e205292e3d6f27b7d0713e72a4224,1649364833,"Merge pull request #1477 from microsoft/rsh/java-core-migration

initial middleware implementations","bdfdec72bb30b2a026ed0f9fcf736c588f0e7ce3,dcc0b52b5434df5bd227059239d3e732e768d217",12,0,0,0,12,"10,17,89,198,233,129,32,0,0,16,25,17,7,5",14,778,2.0,61,13,C#
48912,pulse00_symfony-2-eclipse-plugin,e0d2e35e1086b4c069cbd27b7cbc02741661427c,1329050183,"moved built-in symfony to 'vendor' directory, won't be parsed by github linguist
",6e99cae4e54340d2c4875c0f1a964ce524033b27,2902,2902,1310,0,7114,"7,42,33,10,24,2,40,168,137,31,167,372,700,799,519,1339,108,48,15,7,2",21,4570,1.0,61,20,Java
49102,teamsoboksobok_sobok-ios,e6268f4e296c667c69de537e5312588b7f670d2f,1660735625,"Merge pull request #304 from seungchan2/feature/#290

[#290] 약 이름 코드 개선","70a151217acace6ced799e886c0b579544038a06,efc58f02883256a0dd6d0bf618a9a0fd086863cd",1,0,1,0,2,"5,8,5,5,118,440,90,24,22,1",10,718,1.0,61,9,Swift
49154,bitcoindevkit_bdk-ffi,af77b9b9b1fcfd40681d244e0f27ddf06b7fe9ab,1668437149,"Merge remote-tracking branch 'kotlinrepo/master' into ffi-merge
","4f544e465bc8c1af13733e17af575de3115425ca,0c1a9d7f1d4b8d4ed95fd2d7817160c2e0516542",58,0,0,0,58,"2,30,42,15,6,1,1,2,2,4",10,105,6.0,61,9,Rust
49575,vmware-archive_admiral,023f1d214c86e05e57552178c4aa6a062910b8ea,1495699701,"Closure Java runtime refactored

 * Execute methods from provided JAR file
 * Execute methods from ZIP of source files
 * Optimizations and code clean-up

Change-Id: Ic8431f90439159a72b5cd8e2bdd03548f383d59e
Reviewed-on: http://bellevue-ci.eng.vmware.com:8080/10640
Bellevue-Verified: jenkins <jenkins@vmware.com>
Compute-Verified: jenkins <jenkins@vmware.com>
Closures-Verified: jenkins <jenkins@vmware.com>
Upgrade-Verified: jenkins <jenkins@vmware.com>
CS-Verified: jenkins <jenkins@vmware.com>
Reviewed-by: Sergio Sanchez <sanchezs@vmware.com>
",fcba4f178b8435b57bd3a17d5fb40e85f95cf8f1,1,0,2,0,3,"11,29,51,40,229,235,298,67,163,342,252,442,7,0,4,15,2,0,0,0,3",21,2190,1.0,61,20,Java
49955,smartreceipts_smartreceiptsios,417f4bbda2e5f4799fe0888e68d2967c257bc385,1482982883,"Merge pull request #101 from bananafish911/feature-analytics

Squashed commit: feature-analytics","d9c5a654a23d92bdaafc6905a8805421a0277e3b,80485f8908f65a9c31ea6e89fcd5dea401cd65ce",31,33,77,0,141,"5,96,295,486,76,182,42,76,65,6",10,1329,1.0,61,9,Swift
50224,yarnspinnertool_yarnspinner-rust,7b95253e34551f9a587c397c4930cb3ce7db7f45,1684251223,"Merge pull request #117 from yarn-slinger/bevy_setup

","32102085f6ad268df227456d88f3ff0c932b397d,3596b2ecb67276f72619793a3747e4ba1ea1ac6c",85,1,6,1,93,"9,2,9,46,67,23,2,70,2",9,230,3.0,61,8,Rust
58,me3tweaks_me3tweaksmodmanager,bed72384ac3e450927f44b3bae75af1900d50ab1,1569942392,"Force-add ME1 Packages folder to override gitignore
",e712adc97f148f4f61baa23b844d65d8e5d08d0b,3452,0,0,0,3452,"6,63,250,282,42,189,566,7436,4036,3835,3412,971,82",13,21170,1.0,62,12,C#
322,auroraeditor_auroraeditor,53b810b9c47c78f573f5707df4cbbffbf2bd1337,1657041439,"Clone CodeEdit/CodeEdit
",41ccc3a5eaaf8fee468e02b19ec790497588d677,383,10,10,0,403,"4,15,35,89,57,65,79,46,1,4",10,395,5.0,62,9,Swift
555,mtianyan_onlinemooc,78b69ec3bab882ea2a950a7c04b750f38cce4d61,1595680862,"update
",179c04bd4af05429a1bd78d467e2398a6e1e29ad,8555,203,3,0,8761,"13,204,394,748,2212,3217,2437,298,38,1202,415",11,11178,2.0,62,10,Python
630,fernrp_fernsdgraph,de016ba7e3d1879f738a1e9dcd10916bd5e42c4c,1683452272,"update folder
",187ff24fca8e8d03c8ddacddd05a82041fbd6868,849,837,1720,0,3406,"4,54,31,26,127,476,780,744,279,120,10,12",12,2663,1.0,62,11,C#
709,vinodh-g_vscollectionkit,4d0d390429f446643a06dec8db53901803884607,1678817729,"Added Example Project target for Infinite Scrolling
",9fe0f63dba7f4a20ee5790879b0e9eb540f712a4,61,5,39,0,105,"1,9,9,35,35,28,11,16,7,2",10,153,1.0,62,9,Swift
1329,eventespresso_event-espresso-core,66ba2c8ce49476c69a523d9037169bde3066a93e,1431536435,"Merge branch 'master' of codebasehq.com:events/event-espresso/32-core
","9cfe76b3c5393a559d59fa19d89251612a480167,060da04805e657eb412163ebc199bb91da517687",61,0,1,0,62,"10,49,254,545,336,347,165,23,0,3,25,22",12,1779,4.0,62,11,PHP
1675,kitsune-soc_kitsune,0641f88407da556e0dd2e31c66f6137c30cab3ff,1670026437,"light restructure
",c6180fe4ab01e3b7eb4f1294ab276c244b211e6b,1,0,56,0,57,"8,18,30,22,9,20,1,3,2",9,113,1.0,62,8,Rust
1929,rstudio_shiny-server,0173cd92387e3fe1669d5c8e158946b4764b6cf0,1458590325,"Merge pull request #196 from rstudio/shiny-server-client

Shiny server client","6b3397a9bb4c098eaee210eb492f1aecabc7456f,42d1bbba2ddd62bc004598089f719c855bb45179",468,1,0,0,469,"9,51,249,248,495,349,152,100,155,100,163,86,50,28,11,6",16,2252,4.0,62,15,JavaScript
1972,capacitor-community_date-picker,82de723407e318ab9002c8ffdce0ea2d183b32d0,1593963698,"feat: create a blank demo project
",b5dbb774d3241ff538c0020d07345ad5ca97bb93,130,0,0,0,130,"14,26,28,20,15,10,25,37,1,3",10,179,1.0,62,9,Swift
1990,gatieme_ldd-linuxdevicedrivers,b3f625002ffd3b80961ff684406036d8feafe547,1459415071,"修改globalfifo...
",8caed16e1d1e3688846ccd3b170ee9db7f2e4f7b,448,0,0,0,448,"3,1,8,306,87,60,6,43,67,10,171,49,24,13,13",15,861,9.0,62,14,C_C++
2002,gatieme_ldd-linuxdevicedrivers,9c310d57a0e951245abedddafec9e3268047bfe1,1462178598,"增加了自己的驱动学习...
",81386bf015156ac5dafc8c949e3258e87a620851,25,0,0,0,25,"3,2,32,318,92,60,6,43,67,10,171,49,24,13,13",15,903,7.0,62,14,C_C++
3690,knime_knime-core,0a479afa9eedab1671d352fe3d32b01c406c9a6a,1393762034,test case for bug 5070: Recursive meta node updates not applied when top-most meta node link is up-to-date (only applies for TS & Server extensions),e5898529d02173faa8dda0d91c896b0ab17e2e49,199,0,0,0,199,"2,175,300,209,82,16,91,660,2224,1860,611,86,38,30,19,8,3",17,6414,5.0,62,16,Java
5613,kiegroup_droolsjbpm-integration,6df0078d4c891492e3d6036b287046e8b4808b2d,1422919644,"kie-server: refactor structure of -tests modules

 * module kie-server-tests is umbrella for all
   different tests (REST, JMS)
 * the basic structure now is:
     kie-server-tests
      -- kie-server-rest-tests
      -- kie-server-jms-tests
 * we need to separate dependencies for different
   tests, so thats the reason to have basically
   one module per jms+container combination
",47d05d679c077b0b0567b593954538762c90484f,4,0,50,0,54,"4,34,32,8,99,85,68,96,225,237,177,62,51,83,0,4,2,0,5",19,1272,1.0,62,18,Java
6309,kubernetes_perf-tests,4a50f34341c8dc9005556fe74818da312773a9b9,1483637350,"Merge pull request #16 from sjug/clusterloader

Cluster Loader initial","c72865f1a06eb7233fe6ecd64e68b68d6f292410,fcc12cd9bd5b60cbfe3d673621dbe409d52fccaa",19667,0,0,0,19667,"7,16,43,11,205,1911,5410,6107,3344,1519,485,580,758,517,61,5",16,20979,6.0,62,15,Go
6746,rodrigodd_gameroy,ef3f11c4f95a0d983508f93d41b636743ff7fc66,1655658068,"replace cargo-apk by a standard android project
",ccea2503873b05f783560986fc2cd2fe3092e679,26,0,0,0,26,"15,34,21,10,1,0,14,0,0,1",10,96,6.0,62,9,Rust
6862,nathankot_bashi,cc51fe5ce57aa273184fbd595a151d2fa0a5e40c,1672329304,"Commit the vendored artifacts
",4c25c6814e36fa1ca794083e91e144d0d5e97f59,1073,0,0,0,1073,"7,13,25,43,22,161,342,126,56,354",10,1149,3.0,62,9,Swift
6963,podusowski_walkers,427a844b98fbbf8e8ab91f208835f8c4739fc0cc,1702656080,"Merge pull request #95 from podusowski/organize-android-code

Organize android code","3f3ca7aa67ef3f4ebfb63cec8477f35bfd935ccb,6e559186341959c9f7fb74db10c4a5350448a30f",1,1,12,0,14,"6,8,25,5,2,1,0,0,1",9,48,1.0,62,8,Rust
7042,swiftrex_swiftrex,996f02893cb60d0ef0227c1d3ee736f535c18242,1581261567,"Merge branch 'develop'
","642657f00336d40430abe3912626b00db0bf7181,fd8512cf9c60f6f98f268de7a41b40cf329ed8af",318,22,8,6,354,"24,63,68,429,224,56,42,72,128,107,35,5,5,41,40,1",16,1340,1.0,62,15,Swift
7263,w2sv_wifi-widget,11e15d48fa051f33a27e51ced8d3c913e1a974d0,1692104680,"HomeScreenCard
",bac50c988d4bacf7fe3e21116509a6843897d4f3,2,0,17,0,19,"13,17,6,3,2,56,4,5,39,27,5,1,10,1,9,5,2",17,205,1.0,62,16,Kotlin
7516,xiaomi_mace,f5244eef789fa4cddb6db1819473c3173af3b0d5,1529659518,"Merge branch 'demo' into 'master'

add android demo

See merge request !601","3c70affae8e6af797a59a0477df04426abe2a5a7,ff24586404a661e170d19f03d5fb9b112de75e0e",61,0,0,0,61,"9,20,274,83,56,7,2,23,21,0,1,5,11",13,512,5.0,62,12,C_C++
7719,ampersandhq_ampersand-magento2-upgrade-patch-helper,5ba7d71bb834b72086ed5b727a6ec39bb6af41cc,1668851660,"Merge pull request #79 from AmpersandHQ/fix-issue-77-housekeeping-and-tidy-refactor-and-unit-tests

Refactor and unit tests","1d08293393da4fda9bb6ae2ca7e5e1e03b6de466,0bee14980dea65928cfc81db202e606a67ea9560",45,0,0,0,45,"7,7,14,6,31,19,25,13,9,6,8,5,4,3,4,3",16,164,2.0,62,15,PHP
7756,kinvolk_kube-spawn,3803ef67a5676a6be59248a44af3a2c63f884a30,1509013273,"Merge pull request #161 from kinvolk/robertgzr/v02-refactor

Refactor + CLI restructure","57ca23c23c5e2baf9515f265f3ec82c91023bbd2,7f6b7ef7f3a0917e9fda2724999c9996652be926",1329,7,0,2,1338,"10,11,40,22,514,2054,1538,987,122,108,100,46,54,8",14,5614,4.0,62,13,Go
7845,benoitletondor_easybudget,645042cce2ed344118134e16b0d08373cc34b8d7,1702331620,"Merge branch 'release/3.1.0'
","9c4913f4cf18c47287af6061dc797b4d03779726,4476e1abfc1f7fd5ba959b7c73598293d14e3205",5,50,0,0,55,"3,1,6,8,2,1,0,151,0,1,41,35,22,4,3",15,278,1.0,62,14,Kotlin
7917,hanwckf_rt-n56u,97372102eb637d4349e63c5fd6f4b8af8aa67feb,1347904922,"add linux kernel 3.0.42
",60f7413ce61d205d7a9735c96b9cd43ea787d5a6,37897,2,1,4,37904,"4,17,45,2179,21836,33564,18638,7405,1367,636,181,182,1,3",14,86058,2.0,62,13,C_C++
9275,readysettech_readyset,c2e5221aa4f59f2df968fc7bbb479da1e685ce56,1692903264,"jepsen: clj-kondo lint

Fix (or configure around) all existing clj-kondo lints, and run
clj-kondo in CI. Since it was unused, this deletes the test
file (generated by `lein new`) entirely. If we want to do unit tests
later we can add it back.

Fixes: REA-3371
Change-Id: I0db591510f6692bbb5bd161073afad4d3ad0a2c3
Reviewed-on: https://gerrit.readyset.name/c/readyset/+/5830
Tested-by: Buildkite CI
Reviewed-by: Ethan Donowitz <ethan@readyset.io>
",816df2675f308762cb39b186ea98ea0a5c3636d6,3,1,0,0,4,"15,160,382,2426,949,93,4,0,1",9,4030,2.0,62,8,Rust
9337,gramineproject_graphene,0a2fa88e2fc09d943f3b343984fbd9c90a84ec5d,1457483308,"apply internal patches
",3ddaf63709c7efadf544202b2174a10052f6b28e,13,12,21,0,46,"2,10,116,94,241,105,22,165,2,1,2,1,7,5,4,4",16,781,1.0,62,15,C_C++
9848,b0iq_react-native-place-picker,f6395bf731ae990c4f4b4a7d8b1726b041d19fa8,1668208593,"Merge pull request #4 from b0iq/2.0.0

Version 2","4310c1ee58702ab0e1913d314e6ac3e7c44d0809,058989a4115ebd20ea9a7576e5b2a01b7f227942",44,10,4,1,59,"16,20,24,17,4,14,13,13,3,1,2",11,127,1.0,62,10,Swift
9919,flowkey_uikit-cross-platform,f5c4b82071c1d404ebd8296de5a9f358ddd33584,1531928187,"add Hello World demo app for android and mac and cli tool (#246)

* add Hello World for mac and android

* cleanup

* delete all ressources

* rename com.flowkey to com.example

* add cli

* fix script when name contains DemoApp

* cleanup cli

* cleanup android demo

* delete xcode assets

* add comment

* improve cli

* fix comment

* match iOS api

* modify color of demo viewController

* fix android package

* cleanup

* fix silgen name function

* remove build dirs

* remove UIColor init with alpha default param

* cleanup demo ViewController

* cleanup cli

* update kotlin

* remove swift/kotlin communication example

* add open project with android studio

* downgrade kotlin

* prevent ambigous use of animations

* cleanup

* use viewWillAppear

* rename cli

* cleanup

* cleanup newly generated files

* Update script, use latest Kotlin version

* Add more info to createAndroidProject script

* rename script and move samples

* fix paths
",042cca4d500649baf546d84d79bed3069461bd10,26,0,0,0,26,"15,136,25,17,10,4,6,0,0,1",10,214,3.0,62,9,Swift
9942,katboi01_umaviewer,ff5c5fa1310308480cff1f1053a6f97f9bf5d866,1667141465,"Merge pull request #2 from croakfang/master

Add FacialMorph Physics LiveSound Support.","089900b886129581b26661527acfa4c2a5dd7d5e,f2555a32fc967c8d8638402a03763476e323ce7f",1442,1,8,3,1454,"5,38,125,162,221,300,221,403,88,83,24,21,12",13,1703,8.0,62,12,C#
10126,azure_open-service-broker-azure,85899766d279a360aa88cba59c778e205b47c1f4,1546594813,"Bump API version (#661)

* Bump API version of mysql and postgresql

* Bump azure-sdk-for-go version

* Bump API version of SQL

* Run make dep
",2978722cee8947d90dc5254f7211db542684a52b,2390,21,70,0,2481,"8,12,157,338,538,1159,387,299,340,3199,1251,29,0,0,0,1,3",17,7721,6.0,62,16,Go
10169,sergeykomlach_advancedbiometricpromptcompat,cf95f37a5c3c9088e29a7bf0e7d40e231ac1c932,1612106723,"MIUI face unlock works!
",cc68ad64e6d76fa945278383527908128bf9d30f,7,1,2,0,10,"8,22,10,4,1,114,0,17,22,34,18,7,22,11,3",15,293,1.0,62,14,Kotlin
13879,polardb_polardbx-engine,9feea58476ba60735fd45063f7d898f300bb2efb,1648110978,"[XPaxos] support xpaxos protocol

Summary:
1.add new events
2.add consensus layer
3.add write log
4.add global variables
5.add recovery and shutdown cleanup
6.add replay
7.add inner status
8.add command
9.add mtr tests

Former-commit-id: b53697f7cd76a15579fb8c32d3e811de49f8dcd7",33ebe7119378292a6a95899c12eeaa1db3345311,5529,0,0,0,5529,"17,1251,5720,2766,28304,3987,1725,2580,2252,3189,2518,221,99,109,91,54,37,4",18,54924,5.0,62,17,C_C++
16140,jasmcaus_caer,3b47680e4e1212b49d16c52a2d5dd8e4bd81d966,1608024643,"Add cuda + binaries
",1ce71b7e5b40bf4bfc0370ec371312022265d1e1,1930,0,0,0,1930,"20,89,359,396,616,392,196,13,123,207",10,2411,3.0,62,9,Python
16315,isl-org_openbot,14ad32cc11d0ff8fbd7a9024f6651f08653d6e71,1704085770,"Adding Flutter controller for Both Android and iOS, with video feed using WebRTC (#328)

Creating a flutter controller to Control the Robot via another smartphone (android and ios both). 
This controller can view the robot camera stream in real time using webRTC",e82252a7b129e32ea17451145eda70f2ba5bddf3,102,0,0,0,102,"6,35,261,250,209,94,213,211,138,40,0,0,1",13,1458,3.0,62,12,Swift
16320,armink_easylogger,3cabe220bba607b3eef4defe9080acf6b818825a,1433913438,"1、【更新】说明文档；
2、【更新】rtt系统下的stm32f10x平台Demo。

Signed-off-by: armink <armink.ztl@gmail.com>
",b88104085a5b9b3ce1baee1453a4b646ae6328e0,2,1,234,0,237,"3,0,7,0,1,18,69,88,16,20,8,0,16",13,246,1.0,62,12,C_C++
16355,godotengine_godot-git-plugin,2fff57825cdf9157f67c1f01c66cb0685cce1c66,1564674385,"Add libgit2 lib with source (#3)

* Add libgit2 libs + source

* Set libgit2 dll as dependency of gitapi

* Add libgit2 shared object

* Add x11 git2 static lib

* Add libgit2 binaries to demo project

* Add windows binaries to demo project for git addon

* Update gitignore to regard all demo files

* Add windows addon binary to demo

* Add git init
",35ae0ae374eea89a93f711f0c81e1f278ae72d43,10207,0,1,0,10208,"7,14,4,21,316,614,684,288,5770,2007,140,329,30,8",14,10232,11.0,62,13,C_C++
16422,meetacy_sdk,40e3634a179547194ff05d33d6e542ebff12e7ae,1701037148,"Merge pull request #84 from meetacy/#81-support-telegram-auth

#81 support telegram auth","cb8231d2d451ea9877911b8b551be1c1365caa6f,3145541cac5adb9b75e6424a429c1d6070c3bfb6",9,0,0,2,11,"8,7,9,6,7,5,0,2,75,121,6,26,9,1",14,282,1.0,62,13,Kotlin
16429,dashlane_apple-apps,992ce40a6d0553dac776fc72c24da37875afd059,1674726438,"Upload from 23-1-2023
",34fbb4c077742315cba3f3b85386f3d5b7620fc5,2860,0,0,0,2860,"4,50,151,237,332,436,634,805,167,35,14",11,2865,9.0,62,10,Swift
16649,microsoft_windows-rs,3fa4f263ae7cdc473b1af39aa81775d43789db51,1636660435,"Introduce `windows-sys` crate (#1310)

",372556fb05cc4bc7b5cdfb5ea7a9832b92ab8aba,698,0,0,0,698,"4,9,40,44,402,576,109,213,371,88,6",11,1862,3.0,62,10,Rust
17001,mapbox_mapbox-unity-sdk,2b5dcfd9309f5148b416178960a2007dde8bd6ea,1524730251,"Update to latest ARInterface (#699)

* update to latest https://github.com/Unity-Technologies/experimental-ARInterface
",4004121fd95a2cc03ae6c65d09cae62b9bd44f60,72,5,12,1,90,"19,8,35,71,224,784,995,428,84,15,4",11,2667,1.0,62,10,C#
17089,qoolianyi_paimonsnotebook,1db7bf6323129cddd08bdffe47b8b0fb44d9f416,1695479266,"PaimonsNotebook 1.4.1
",140cf61ef9f77d14e836c62dcf327cf515e3bf83,782,0,0,0,782,"7,11,4,4,0,221,0,2,0,19,138,196,134,35,9,2",16,782,16.0,62,15,Kotlin
17113,anyproto_anytype-kotlin,d2abc856de086be99dc1d1e81ac922fad23a2115,1570124670,"Merge branch 'feature/login-screens' into 'develop'

Feature/login screens

See merge request ra3orbladez/anytype.io.mobile!58","75c9e1cb477cb97f1b9dd612cb32fe8af258e3f6,546e6ddc1c5c7ebdd9bf0d5f93beb593c4b8f378",137,6,0,0,143,"10,17,2,5,4,148,0,8,21,52,13,27,21,46",14,374,3.0,62,13,Kotlin
18646,bluekitchen_btstack,8ffc7c281ad1e8cc66523c49209ba885aa3f919f,1585901214,"Merge branch 'develop'

# Conflicts:
#	README.md
","4d24213549c6b94b84d732afda9c2628df22fd70,985f34051eee5a648bf7d4b609938e2cebf3f580",190,0,0,0,190,"3,171,804,329,169,312,221,185,60,140,56,7,8,4",14,2469,3.0,62,13,C_C++
18679,sheldonxxd_obsidian_vault_template_for_researcher,ac3ce5f3945024309df85a00093526d9636c31cf,1648542476,"完善工作流和说明文档
",48cfae514f0eb7694906b667ecdb841715d91c93,392,26,8,0,426,"2,159,72,126,10,58,18,33,8,36,23",11,545,7.0,62,10,Python
